,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total
"Census Tract 98.31, Jefferson County, Colorado!!Estimate","1,266",08059009831,0.06714060031595577,0.010268562401263823,0.004739336492890996,0.017377567140600316,0.0339652448657188,0.06556082148499211,0.04028436018957346,0.10900473933649289,0.04344391785150079,0.1018957345971564,0.12480252764612954,0.17614533965244866,0.06635071090047394,0.09004739336492891,0.04897314375987362,0.0
"Census Tract 98.32, Jefferson County, Colorado!!Estimate",892,08059009832,0.014573991031390135,0.011210762331838564,0.020179372197309416,0.005605381165919282,0.02242152466367713,0.04708520179372197,0.02242152466367713,0.0773542600896861,0.011210762331838564,0.07174887892376682,0.1367713004484305,0.1961883408071749,0.1491031390134529,0.08520179372197309,0.0795964125560538,0.04932735426008968
"Census Tract 98.33, Jefferson County, Colorado!!Estimate","2,124",08059009833,0.014124293785310734,0.011770244821092278,0.023069679849340868,0.09463276836158192,0.010357815442561206,0.062146892655367235,0.0,0.02071563088512241,0.012711864406779662,0.11817325800376648,0.12335216572504708,0.10781544256120527,0.1379472693032015,0.06779661016949153,0.14642184557438795,0.04896421845574388
"Census Tract 98.34, Jefferson County, Colorado!!Estimate","1,935",08059009834,0.029974160206718347,0.020155038759689922,0.012919896640826873,0.04186046511627907,0.03875968992248062,0.047028423772609816,0.024806201550387597,0.09198966408268734,0.04599483204134367,0.05478036175710594,0.13178294573643412,0.17002583979328165,0.09819121447028424,0.1049095607235142,0.05167958656330749,0.0351421188630491
"Census Tract 98.35, Jefferson County, Colorado!!Estimate","1,346",08059009835,0.005943536404160475,0.01337295690936107,0.006686478454680535,0.008915304606240713,0.01263001485884101,0.019316493313521546,0.007429420505200594,0.005200594353640416,0.02526002971768202,0.046805349182763745,0.10104011887072809,0.12927191679049035,0.1485884101040119,0.1337295690936107,0.23179791976225855,0.10401188707280833
"Census Tract 98.36, Jefferson County, Colorado!!Estimate","1,557",08059009836,0.005780346820809248,0.011560693641618497,0.037251123956326265,0.007064868336544637,0.0,0.015414258188824663,0.017341040462427744,0.005780346820809248,0.04945407835581246,0.01348747591522158,0.14322414900449582,0.03468208092485549,0.13423249839434812,0.11496467565831728,0.1913937058445729,0.21836865767501606
"Census Tract 98.37, Jefferson County, Colorado!!Estimate","2,623",08059009837,0.0,0.0030499428135722455,0.02134959969500572,0.0,0.0,0.0,0.0,0.029355699580632864,0.01677468547464735,0.014487228364468167,0.05299275638581777,0.08844834159359512,0.09607319862752574,0.17422798322531452,0.14182234083110942,0.3614182234083111
"Census Tract 98.38, Jefferson County, Colorado!!Estimate","1,853",08059009838,0.010793308148947653,0.0,0.0,0.004317323259579061,0.03184025903939557,0.011332973556395036,0.016189962223421478,0.005396654074473826,0.033998920669185105,0.04533189422558014,0.0372369131138694,0.0992984349703184,0.13491635186184567,0.1834862385321101,0.13275769023205614,0.25310307609282245
"Census Tract 98.39, Jefferson County, Colorado!!Estimate",790,08059009839,0.02531645569620253,0.0,0.0,0.010126582278481013,0.0,0.010126582278481013,0.0,0.04556962025316456,0.027848101265822784,0.10886075949367088,0.07848101265822785,0.1291139240506329,0.20632911392405062,0.15316455696202533,0.12025316455696203,0.08481012658227848
"Census Tract 98.40, Jefferson County, Colorado!!Estimate","1,392",08059009840,0.07255747126436782,0.01221264367816092,0.035919540229885055,0.04597701149425287,0.041666666666666664,0.014367816091954023,0.028735632183908046,0.033764367816091954,0.05172413793103448,0.05890804597701149,0.11637931034482758,0.1372126436781609,0.11709770114942529,0.09985632183908046,0.07327586206896551,0.0603448275862069
"Census Tract 98.41, Jefferson County, Colorado!!Estimate",793,08059009841,0.03026481715006305,0.006305170239596469,0.03278688524590164,0.012610340479192938,0.02395964691046658,0.025220680958385876,0.015132408575031526,0.02395964691046658,0.025220680958385876,0.0416141235813367,0.13871374527112232,0.07818411097099622,0.14754098360655737,0.1424968474148802,0.15889029003783103,0.09709962168978563
"Census Tract 98.42, Jefferson County, Colorado!!Estimate","1,266",08059009842,0.01579778830963665,0.002369668246445498,0.005529225908372828,0.05687203791469194,0.011058451816745656,0.019747235387045814,0.02843601895734597,0.0071090047393364926,0.022116903633491312,0.009478672985781991,0.11453396524486571,0.1240126382306477,0.09557661927330174,0.08688783570300158,0.13428120063191154,0.26619273301737756
"Census Tract 98.45, Jefferson County, Colorado!!Estimate","1,768",08059009845,0.014705882352941176,0.0,0.0005656108597285068,0.0,0.005090497737556561,0.004524886877828055,0.005090497737556561,0.016968325791855202,0.011312217194570135,0.042986425339366516,0.06787330316742081,0.10350678733031674,0.1001131221719457,0.09106334841628959,0.1244343891402715,0.4117647058823529
"Census Tract 98.46, Jefferson County, Colorado!!Estimate","2,015",08059009846,0.04218362282878412,0.006947890818858561,0.0034739454094292804,0.008933002481389578,0.05905707196029777,0.028287841191066997,0.012903225806451613,0.006947890818858561,0.022332506203473945,0.03076923076923077,0.044168734491315136,0.05707196029776675,0.10719602977667494,0.1141439205955335,0.12456575682382134,0.33101736972704715
"Census Tract 98.47, Jefferson County, Colorado!!Estimate","1,367",08059009847,0.016825164594001463,0.019751280175566936,0.014630577907827359,0.010241404535479151,0.011704462326261888,0.016093635698610095,0.0,0.0043891733723482075,0.029992684711046085,0.07022677395757132,0.0548646671543526,0.09436722750548647,0.091441111923921,0.1506949524506218,0.18361375274323335,0.23116313094367227
"Census Tract 98.48, Jefferson County, Colorado!!Estimate",973,08059009848,0.03186022610483042,0.07708119218910586,0.008221993833504625,0.0421377183967112,0.03494347379239465,0.0,0.0,0.022610483042137718,0.008221993833504625,0.007194244604316547,0.08016443987667009,0.09146968139773895,0.06474820143884892,0.09558067831449127,0.10996916752312436,0.32579650565262075
"Census Tract 98.50, Jefferson County, Colorado!!Estimate","1,011",08059009850,0.08110781404549951,0.0,0.0,0.0,0.021760633036597428,0.0,0.011869436201780416,0.005934718100890208,0.008902077151335312,0.019782393669634024,0.12759643916913946,0.043521266073194856,0.11770524233432245,0.05440158259149357,0.1572700296735905,0.35014836795252224
"Census Tract 98.51, Jefferson County, Colorado!!Estimate","1,706",08059009851,0.02813599062133646,0.0,0.0035169988276670576,0.006447831184056272,0.009378663540445486,0.004103165298944901,0.0,0.053341148886283704,0.004103165298944901,0.03634232121922626,0.12075029308323564,0.12075029308323564,0.08147713950762016,0.20398593200468934,0.1488862837045721,0.17878077373974208
"Census Tract 98.52, Jefferson County, Colorado!!Estimate","1,650",08059009852,0.022424242424242423,0.0,0.0048484848484848485,0.02,0.009696969696969697,0.012121212121212121,0.00787878787878788,0.04363636363636364,0.01696969696969697,0.03212121212121212,0.04181818181818182,0.16666666666666666,0.12363636363636364,0.12181818181818181,0.12303030303030303,0.25333333333333335
"Census Tract 98.53, Jefferson County, Colorado!!Estimate",976,08059009853,0.017418032786885244,0.01639344262295082,0.0,0.014344262295081968,0.017418032786885244,0.022540983606557378,0.039959016393442626,0.0,0.0,0.02459016393442623,0.06147540983606557,0.11782786885245902,0.18545081967213115,0.10655737704918032,0.17520491803278687,0.20081967213114754
"Census Tract 98.54, Jefferson County, Colorado!!Estimate","2,108",08059009854,0.028462998102466792,0.020398481973434534,0.03415559772296015,0.011385199240986717,0.028937381404174574,0.018500948766603416,0.007590132827324478,0.014705882352941176,0.004743833017077799,0.04316888045540797,0.11717267552182163,0.10483870967741936,0.08870967741935484,0.0659392789373814,0.10910815939278938,0.3021821631878558
"Census Tract 98.55, Jefferson County, Colorado!!Estimate","1,044",08059009855,0.09386973180076628,0.007662835249042145,0.008620689655172414,0.01053639846743295,0.033524904214559385,0.035440613026819924,0.011494252873563218,0.0210727969348659,0.0210727969348659,0.022030651340996167,0.022030651340996167,0.07662835249042145,0.1111111111111111,0.11206896551724138,0.20402298850574713,0.20881226053639848
"Census Tract 98.56, Jefferson County, Colorado!!Estimate","1,180",08059009856,0.05084745762711865,0.01440677966101695,0.012711864406779662,0.0288135593220339,0.06271186440677966,0.10677966101694915,0.0576271186440678,0.036440677966101696,0.009322033898305085,0.0711864406779661,0.27627118644067794,0.09745762711864407,0.08728813559322034,0.04745762711864407,0.030508474576271188,0.010169491525423728
"Census Tract 98.57, Jefferson County, Colorado!!Estimate","1,182",08059009857,0.10829103214890017,0.030456852791878174,0.04991539763113367,0.018612521150592216,0.016074450084602367,0.0194585448392555,0.011844331641285956,0.047377326565143825,0.01015228426395939,0.07868020304568528,0.09475465313028765,0.10490693739424704,0.14382402707275804,0.047377326565143825,0.11844331641285956,0.09983079526226735
"Census Tract 98.58, Jefferson County, Colorado!!Estimate","1,468",08059009858,0.03814713896457766,0.01634877384196185,0.03814713896457766,0.0,0.0,0.02316076294277929,0.019754768392370572,0.03814713896457766,0.03201634877384196,0.0,0.12397820163487738,0.1907356948228883,0.0340599455040872,0.08651226158038147,0.20299727520435967,0.15599455040871935
"Census Tract 99.01, Jefferson County, Colorado!!Estimate",788,08059009901,0.07487309644670051,0.011421319796954314,0.02284263959390863,0.03299492385786802,0.017766497461928935,0.03299492385786802,0.02284263959390863,0.012690355329949238,0.0,0.08756345177664974,0.0850253807106599,0.21192893401015228,0.13959390862944163,0.044416243654822336,0.08756345177664974,0.11548223350253807
"Census Tract 100.01, Jefferson County, Colorado!!Estimate","1,332",08059010001,0.05930930930930931,0.012762762762762763,0.04279279279279279,0.044294294294294295,0.012762762762762763,0.027777777777777776,0.012012012012012012,0.06606606606606606,0.046546546546546545,0.06381381381381382,0.15315315315315314,0.08633633633633633,0.07807807807807808,0.09084084084084085,0.08408408408408409,0.11936936936936937
"Census Tract 101, Jefferson County, Colorado!!Estimate","1,976",08059001010,0.057692307692307696,0.021761133603238867,0.039473684210526314,0.044534412955465584,0.006072874493927126,0.06376518218623482,0.01417004048582996,0.050101214574898786,0.07540485829959515,0.050101214574898786,0.06831983805668017,0.14018218623481782,0.07894736842105263,0.13917004048582995,0.11234817813765183,0.03795546558704453
"Census Tract 102.05, Jefferson County, Colorado!!Estimate","1,007",08059010205,0.030784508440913606,0.010923535253227408,0.010923535253227408,0.021847070506454815,0.023833167825223437,0.016881827209533268,0.03475670307845084,0.0019860973187686196,0.027805362462760674,0.0407149950347567,0.07944389275074479,0.12413108242303873,0.12512413108242304,0.13704071499503476,0.1708043694141013,0.14299900695134063
"Census Tract 102.06, Jefferson County, Colorado!!Estimate","1,586",08059010206,0.018915510718789406,0.0069356872635561164,0.005044136191677175,0.015762925598991173,0.019546027742749054,0.01008827238335435,0.015762925598991173,0.02080706179066835,0.021437578814627996,0.09079445145018916,0.10907944514501891,0.16960907944514503,0.19987389659520807,0.034047919293820936,0.19987389659520807,0.06242118537200504
"Census Tract 102.08, Jefferson County, Colorado!!Estimate","2,091",08059010208,0.0392156862745098,0.01291248206599713,0.0196078431372549,0.01721664275466284,0.007651841224294596,0.029172644667623145,0.07747489239598278,0.021042563366810138,0.017694882831181254,0.10903873744619799,0.08847441415590626,0.16355810616929697,0.11956001912960305,0.07604017216642754,0.13486370157819225,0.06647537063605931
"Census Tract 102.09, Jefferson County, Colorado!!Estimate","2,619",08059010209,0.012218403970981291,0.03665521191294387,0.012218403970981291,0.020618556701030927,0.008018327605956471,0.032073310423825885,0.025582283314242078,0.048491790759831996,0.12600229095074456,0.11187476135929744,0.12714776632302405,0.1859488354333715,0.08476517754868271,0.06071019473081329,0.07674684994272624,0.030927835051546393
"Census Tract 102.10, Jefferson County, Colorado!!Estimate","1,355",08059010210,0.00959409594095941,0.007380073800738007,0.00959409594095941,0.015498154981549815,0.011808118081180811,0.04797047970479705,0.0051660516605166054,0.053136531365313655,0.06051660516605166,0.05018450184501845,0.1070110701107011,0.10627306273062731,0.12767527675276752,0.12398523985239852,0.11808118081180811,0.14612546125461254
"Census Tract 102.11, Jefferson County, Colorado!!Estimate","1,229",08059010211,0.044751830756712775,0.07160292921074043,0.046379170056956874,0.07323026851098453,0.01790073230268511,0.012205044751830757,0.05370219690805533,0.05126118795768918,0.022782750203417412,0.04231082180634662,0.07078925956061839,0.15215622457282343,0.09113100081366965,0.09438567941415785,0.07729861676159479,0.07811228641171684
"Census Tract 102.12, Jefferson County, Colorado!!Estimate","1,475",08059010212,0.031864406779661014,0.009491525423728813,0.02305084745762712,0.06169491525423729,0.01152542372881356,0.04067796610169491,0.04203389830508475,0.03932203389830508,0.03728813559322034,0.08813559322033898,0.05559322033898305,0.2488135593220339,0.13559322033898305,0.06440677966101695,0.07186440677966102,0.03864406779661017
"Census Tract 102.13, Jefferson County, Colorado!!Estimate","1,792",08059010213,0.046875,0.06473214285714286,0.026785714285714284,0.020089285714285716,0.04241071428571429,0.060825892857142856,0.032924107142857144,0.040736607142857144,0.04966517857142857,0.11997767857142858,0.05078125,0.11941964285714286,0.15401785714285715,0.08035714285714286,0.06584821428571429,0.024553571428571428
"Census Tract 103.03, Jefferson County, Colorado!!Estimate","2,119",08059010303,0.013213780084945729,0.01368570080226522,0.028315243039169418,0.0,0.013213780084945729,0.045304388862671074,0.053327041057102405,0.05096743747050495,0.06465313827277018,0.05427088249174139,0.08400188768286927,0.18404907975460122,0.09674374705049552,0.11278905143935819,0.08069844266163284,0.10476639924492685
"Census Tract 103.04, Jefferson County, Colorado!!Estimate","1,032",08059010304,0.012596899224806201,0.03197674418604651,0.020348837209302327,0.03391472868217054,0.03972868217054264,0.05232558139534884,0.03197674418604651,0.030038759689922482,0.03488372093023256,0.11724806201550388,0.12403100775193798,0.13275193798449614,0.1298449612403101,0.09205426356589147,0.08624031007751938,0.030038759689922482
"Census Tract 103.05, Jefferson County, Colorado!!Estimate","1,662",08059010305,0.044524669073405534,0.0210589651022864,0.036101083032490974,0.015643802647412757,0.04693140794223827,0.02888086642599278,0.036101083032490974,0.0812274368231047,0.01865222623345367,0.06919374247894103,0.09566787003610108,0.21780986762936222,0.08724428399518652,0.05836341756919374,0.09807460890493382,0.044524669073405534
"Census Tract 103.06, Jefferson County, Colorado!!Estimate","1,216",08059010306,0.0,0.0,0.0,0.055098684210526314,0.02631578947368421,0.0,0.0,0.03782894736842105,0.11348684210526316,0.11513157894736842,0.11842105263157894,0.2623355263157895,0.08470394736842106,0.09292763157894737,0.06414473684210527,0.029605263157894735
"Census Tract 103.07, Jefferson County, Colorado!!Estimate","1,977",08059010307,0.05412240768841679,0.04400606980273141,0.05108750632271118,0.04400606980273141,0.08700050581689428,0.041982802225594334,0.02933737986848761,0.036418816388467376,0.042994436014162876,0.03388973191704603,0.14162873039959534,0.10773899848254932,0.06272129489124936,0.1476985331310066,0.04957005563985837,0.025796661608497723
"Census Tract 103.08, Jefferson County, Colorado!!Estimate","2,330",08059010308,0.04849785407725322,0.019313304721030045,0.0068669527896995704,0.010300429184549357,0.01888412017167382,0.020600858369098713,0.01888412017167382,0.018025751072961373,0.0,0.05836909871244635,0.08669527896995709,0.21330472103004292,0.09699570815450644,0.1570815450643777,0.17725321888412018,0.048927038626609444
"Census Tract 104.02, Jefferson County, Colorado!!Estimate","2,732",08059010402,0.06405563689604685,0.04685212298682284,0.016471449487554905,0.04062957540263543,0.04575402635431918,0.049414348462664716,0.05527086383601757,0.027818448023426062,0.06661786237188873,0.047218155197657395,0.1390922401171303,0.18814055636896046,0.095900439238653,0.020863836017569547,0.07174231332357248,0.024158125915080528
"Census Tract 104.03, Jefferson County, Colorado!!Estimate","2,440",08059010403,0.04016393442622951,0.04467213114754098,0.038524590163934426,0.06885245901639345,0.007377049180327869,0.08401639344262295,0.038114754098360654,0.0389344262295082,0.03237704918032787,0.1069672131147541,0.08360655737704918,0.17581967213114755,0.13524590163934427,0.02745901639344262,0.04918032786885246,0.028688524590163935
"Census Tract 104.05, Jefferson County, Colorado!!Estimate","1,547",08059010405,0.04395604395604396,0.04460245636716225,0.03619909502262444,0.060116354234001294,0.06851971557853911,0.06334841628959276,0.058823529411764705,0.017453135100193924,0.06464124111182935,0.06722689075630252,0.11118293471234647,0.09760827407886231,0.1777634130575307,0.025210084033613446,0.03878474466709761,0.02456367162249515
"Census Tract 104.06, Jefferson County, Colorado!!Estimate","1,257",08059010406,0.03977724741447892,0.0,0.028639618138424822,0.02784407319013524,0.045346062052505964,0.07000795544948289,0.02386634844868735,0.1177406523468576,0.061256961018297536,0.19013524264120923,0.05250596658711217,0.1424025457438345,0.0954653937947494,0.03977724741447892,0.04136833731105807,0.02386634844868735
"Census Tract 105.02, Jefferson County, Colorado!!Estimate","2,308",08059010502,0.06499133448873484,0.02339688041594454,0.030329289428076257,0.025996533795493933,0.053726169844020795,0.029896013864818025,0.0415944540727903,0.02079722703639515,0.026429809358752165,0.09922010398613518,0.09315424610051994,0.1035528596187175,0.134315424610052,0.06542461005199307,0.0792894280762565,0.10788561525129983
"Census Tract 105.03, Jefferson County, Colorado!!Estimate","2,029",08059010503,0.0744208969935929,0.03400689995071464,0.012814194184327254,0.03696402168555939,0.028092656481025137,0.10251355347461803,0.027106949236076885,0.07491375061606703,0.03548546081813701,0.061113849186791525,0.023164120256283883,0.11384918679152292,0.06949236076885165,0.0645638245441104,0.10202069985214392,0.13947757516017742
"Census Tract 105.04, Jefferson County, Colorado!!Estimate","1,236",08059010504,0.025080906148867314,0.009708737864077669,0.0,0.03559870550161812,0.006472491909385114,0.022653721682847898,0.015372168284789644,0.013754045307443365,0.063915857605178,0.022653721682847898,0.05825242718446602,0.11326860841423948,0.09466019417475728,0.07524271844660194,0.1901294498381877,0.2532362459546926
"Census Tract 106.03, Jefferson County, Colorado!!Estimate","1,768",08059010603,0.040158371040723985,0.018665158371040724,0.05260180995475113,0.11538461538461539,0.028846153846153848,0.06561085972850679,0.026583710407239818,0.03959276018099547,0.04638009049773756,0.051470588235294115,0.08766968325791855,0.09728506787330317,0.07748868778280543,0.11481900452488687,0.07748868778280543,0.05995475113122172
"Census Tract 106.04, Jefferson County, Colorado!!Estimate",989,08059010604,0.010111223458038422,0.054600606673407485,0.023255813953488372,0.06268958543983821,0.022244691607684528,0.06471183013144591,0.0020222446916076846,0.029322548028311426,0.046511627906976744,0.1122345803842265,0.10313447927199192,0.18604651162790697,0.0717896865520728,0.0910010111223458,0.10313447927199192,0.017189079878665317
"Census Tract 107.01, Jefferson County, Colorado!!Estimate","2,424",08059010701,0.11716171617161716,0.04744224422442244,0.16666666666666666,0.039603960396039604,0.020627062706270627,0.025165016501650164,0.018564356435643563,0.010313531353135313,0.01773927392739274,0.06064356435643564,0.11097359735973597,0.09075907590759076,0.06023102310231023,0.036303630363036306,0.1150990099009901,0.0627062706270627
"Census Tract 107.02, Jefferson County, Colorado!!Estimate","2,277",08059010702,0.039525691699604744,0.05401844532279315,0.041282389108476064,0.04216073781291173,0.04435660957400088,0.034255599472990776,0.041721563460693896,0.10188844971453667,0.0461133069828722,0.077733860342556,0.11769872639437857,0.11594202898550725,0.09178743961352658,0.04743083003952569,0.058410188844971456,0.04567413263065437
"Census Tract 108.01, Jefferson County, Colorado!!Estimate","1,137",08059010801,0.010554089709762533,0.020228671943711522,0.032541776605101144,0.028144239226033423,0.024626209322779244,0.0079155672823219,0.009674582233948988,0.04573438874230431,0.0,0.01759014951627089,0.1011433597185576,0.14599824098504838,0.13544415127528583,0.1090589270008795,0.2119613016710642,0.09938434476693052
"Census Tract 109.01, Jefferson County, Colorado!!Estimate","2,162",08059010901,0.05087881591119334,0.02312673450508788,0.018038852913968548,0.06290471785383904,0.011100832562442183,0.019888991674375578,0.057816836262719704,0.020351526364477335,0.03654024051803885,0.10129509713228492,0.06799259944495838,0.0938945420906568,0.1595744680851064,0.05365402405180388,0.13274745605920443,0.09019426456984274
"Census Tract 109.02, Jefferson County, Colorado!!Estimate","1,080",08059010902,0.006481481481481481,0.022222222222222223,0.07314814814814814,0.08611111111111111,0.05277777777777778,0.03425925925925926,0.06481481481481481,0.037037037037037035,0.02962962962962963,0.16111111111111112,0.14814814814814814,0.09351851851851851,0.09259259259259259,0.032407407407407406,0.05092592592592592,0.014814814814814815
"Census Tract 110, Jefferson County, Colorado!!Estimate","2,222",08059001100,0.07155715571557156,0.047254725472547256,0.046804680468046804,0.022052205220522054,0.034203420342034205,0.034203420342034205,0.03375337533753375,0.05175517551755175,0.0927092709270927,0.0315031503150315,0.17956795679567958,0.13186318631863186,0.054005400540054004,0.045454545454545456,0.08730873087308731,0.036003600360036005
"Census Tract 111.01, Jefferson County, Colorado!!Estimate","1,506",08059011101,0.06374501992031872,0.021912350597609563,0.00597609561752988,0.020584329349269587,0.0,0.005312084993359893,0.04249667994687915,0.03253652058432935,0.07702523240371846,0.09694555112881806,0.10756972111553785,0.15139442231075698,0.04050464807436919,0.17264276228419656,0.055776892430278883,0.10557768924302789
"Census Tract 111.02, Jefferson County, Colorado!!Estimate","1,336",08059011102,0.11826347305389222,0.033682634730538924,0.04116766467065868,0.1309880239520958,0.03817365269461078,0.048652694610778445,0.07035928143712575,0.04266467065868264,0.0,0.10703592814371257,0.1279940119760479,0.04266467065868264,0.04790419161676647,0.08083832335329341,0.023952095808383235,0.04565868263473054
"Census Tract 112.02, Jefferson County, Colorado!!Estimate","1,648",08059011202,0.009708737864077669,0.019417475728155338,0.044902912621359224,0.012135922330097087,0.0770631067961165,0.025485436893203883,0.03398058252427184,0.021237864077669904,0.021844660194174758,0.09223300970873786,0.11407766990291263,0.14502427184466019,0.15109223300970873,0.05946601941747573,0.0825242718446602,0.08980582524271845
"Census Tract 113, Jefferson County, Colorado!!Estimate","1,392",08059001130,0.12140804597701149,0.04382183908045977,0.034482758620689655,0.004310344827586207,0.02442528735632184,0.04956896551724138,0.040229885057471264,0.034482758620689655,0.039511494252873564,0.0639367816091954,0.06465517241379311,0.11637931034482758,0.1343390804597701,0.11494252873563218,0.03807471264367816,0.07543103448275862
"Census Tract 114.01, Jefferson County, Colorado!!Estimate","1,086",08059011401,0.037753222836095765,0.058931860036832415,0.04511970534069982,0.03867403314917127,0.0285451197053407,0.16574585635359115,0.05156537753222836,0.007366482504604052,0.11141804788213629,0.06353591160220995,0.17403314917127072,0.07642725598526703,0.08931860036832412,0.01565377532228361,0.02117863720073665,0.014732965009208104
"Census Tract 114.02, Jefferson County, Colorado!!Estimate","1,996",08059011402,0.09268537074148296,0.07364729458917836,0.08266533066132264,0.05911823647294589,0.04008016032064128,0.04158316633266533,0.05711422845691383,0.016533066132264528,0.06312625250501001,0.10320641282565131,0.07565130260521043,0.1402805611222445,0.07264529058116233,0.034569138276553106,0.022545090180360723,0.024549098196392786
"Census Tract 115.51, Jefferson County, Colorado!!Estimate","1,942",08059011551,0.035015447991761074,0.047888774459320285,0.007723995880535531,0.029351184346035016,0.029866117404737384,0.026261585993820804,0.10092687950566426,0.13954685890834193,0.029866117404737384,0.057672502574665295,0.07621009268795056,0.19052523171987643,0.04737384140061792,0.1462409886714727,0.01956745623069001,0.01596292481977343
"Census Tract 115.52, Jefferson County, Colorado!!Estimate","1,049",08059011552,0.17921830314585319,0.06482364156339371,0.07149666348903717,0.02669208770257388,0.12011439466158245,0.04099142040038131,0.07626310772163966,0.05147759771210677,0.016205910390848427,0.08674928503336511,0.10390848427073403,0.01334604385128694,0.017159199237368923,0.10390848427073403,0.011439466158245948,0.016205910390848427
"Census Tract 116.01, Jefferson County, Colorado!!Estimate","1,236",08059011601,0.040453074433656956,0.040453074433656956,0.030744336569579287,0.03317152103559871,0.04611650485436893,0.03317152103559871,0.08414239482200647,0.06553398058252427,0.003236245954692557,0.0372168284789644,0.08656957928802589,0.13754045307443366,0.1966019417475728,0.014563106796116505,0.13592233009708737,0.014563106796116505
"Census Tract 116.02, Jefferson County, Colorado!!Estimate","1,627",08059011602,0.06146281499692686,0.00921942224953903,0.13952059004302397,0.015365703749231715,0.07129686539643516,0.01782421634910879,0.004917025199754148,0.03933620159803319,0.0626920712968654,0.10079901659496004,0.08481868469575907,0.1038721573448064,0.14443761524277812,0.06576521204671174,0.046097111247695145,0.032575291948371235
"Census Tract 117.01, Jefferson County, Colorado!!Estimate","1,951",08059011701,0.022039979497693492,0.005125576627370579,0.02716555612506407,0.0486929779600205,0.03434136340338288,0.033828805740645826,0.030753459764223477,0.06099436186570989,0.035366478728856995,0.05996924654023578,0.09789851358277807,0.1963095848282932,0.11788826242952333,0.12096360840594567,0.04971809328549462,0.058944131214761664
"Census Tract 117.02, Jefferson County, Colorado!!Estimate","2,088",08059011702,0.05747126436781609,0.012452107279693486,0.016762452107279693,0.026340996168582376,0.013409961685823755,0.032567049808429116,0.05411877394636015,0.02346743295019157,0.019157088122605363,0.07614942528735633,0.11015325670498084,0.1724137931034483,0.12978927203065135,0.09147509578544061,0.0871647509578544,0.07710727969348659
"Census Tract 117.08, Jefferson County, Colorado!!Estimate","1,509",08059011708,0.03313452617627568,0.023194168323392977,0.025182239893969515,0.010603048376408217,0.04771371769383698,0.0066269052352551355,0.043074884029158385,0.030483764082173626,0.015241882041086813,0.12326043737574553,0.073558648111332,0.20145791915175612,0.12458581842279655,0.0636182902584493,0.11597084161696487,0.062292909211398274
"Census Tract 117.09, Jefferson County, Colorado!!Estimate","1,513",08059011709,0.0,0.013218770654329148,0.026437541308658295,0.033707865168539325,0.03965631196298744,0.021810971579643092,0.0403172504957039,0.0495703899537343,0.051553205551883675,0.10508922670191673,0.21480502313284863,0.09781890284203569,0.07732980832782552,0.12029081295439524,0.07534699272967614,0.03304692663582287
"Census Tract 117.10, Jefferson County, Colorado!!Estimate","1,950",08059011710,0.03282051282051282,0.041025641025641026,0.02717948717948718,0.031794871794871796,0.027692307692307693,0.09794871794871794,0.03487179487179487,0.018461538461538463,0.041025641025641026,0.08,0.12358974358974359,0.15897435897435896,0.11948717948717949,0.07641025641025641,0.04256410256410256,0.046153846153846156
"Census Tract 117.11, Jefferson County, Colorado!!Estimate","1,780",08059011711,0.06179775280898876,0.012359550561797753,0.016853932584269662,0.039887640449438204,0.03089887640449438,0.06123595505617978,0.028651685393258425,0.04101123595505618,0.011235955056179775,0.04887640449438202,0.09157303370786517,0.21741573033707864,0.18314606741573033,0.060112359550561795,0.04719101123595506,0.047752808988764044
"Census Tract 117.12, Jefferson County, Colorado!!Estimate","1,720",08059011712,0.011627906976744186,0.015697674418604653,0.03372093023255814,0.021511627906976746,0.018604651162790697,0.015697674418604653,0.022093023255813953,0.027906976744186046,0.03604651162790698,0.08023255813953488,0.0563953488372093,0.15930232558139534,0.18372093023255814,0.17034883720930233,0.10232558139534884,0.044767441860465114
"Census Tract 117.20, Jefferson County, Colorado!!Estimate","2,003",08059011720,0.01347978032950574,0.010484273589615577,0.0074887668497254116,0.0054917623564653024,0.034947578632051925,0.0199700449326011,0.025961058412381426,0.034448327508736894,0.012980529206190713,0.07938092860708937,0.042935596605092365,0.12281577633549676,0.10833749375936096,0.06590114827758363,0.19321018472291562,0.22216674987518722
"Census Tract 117.21, Jefferson County, Colorado!!Estimate","1,153",08059011721,0.011274934952298352,0.05290546400693842,0.024284475281873375,0.006071118820468344,0.013009540329575022,0.020815264527320035,0.06504770164787511,0.03469210754553339,0.022549869904596703,0.049436253252385085,0.09193408499566348,0.09106678230702515,0.14137033824804857,0.09193408499566348,0.09366869037294015,0.1899392888117953
"Census Tract 117.23, Jefferson County, Colorado!!Estimate","1,677",08059011723,0.029218843172331546,0.022063208109719738,0.032796660703637445,0.03637447823494335,0.02623732856290996,0.03637447823494335,0.03220035778175313,0.07155635062611806,0.05307096004770424,0.09481216457960644,0.09779367918902802,0.12880143112701253,0.14013118664281454,0.09242695289206918,0.05366726296958855,0.05247465712581992
