,census_tract,population_25_and_over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,estimate_total_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_9th_to_12th_grade_no_diploma_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_(includes_equivalency)_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_some_college_no_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_associate's_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_bachelor's_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_bachelor's_degree_or_higher_percentage_total
1,08001007801,2299,652,442,509,492,83,97,24,1205,121,0.2836015658982166,0.19225750326228794,0.22140060896041758,0.21400608960417572,0.03610265332753371,0.04219225750326229,0.010439321444106133,0.5241409308394954,0.05263157894736842
2,08001007802,2902,738,436,1080,339,90,135,84,1728,219,0.25430737422467264,0.15024121295658166,0.37215713301171605,0.11681598897312198,0.031013094417643005,0.046519641626464506,0.028945554789800137,0.5954514128187457,0.07546519641626465
3,08001007900,3525,540,394,1148,445,334,423,241,2591,664,0.15319148936170213,0.11177304964539007,0.32567375886524824,0.12624113475177304,0.0947517730496454,0.12,0.06836879432624113,0.7350354609929078,0.18836879432624112
4,08001008000,3893,367,323,1801,622,278,298,204,3203,502,0.0942717698433085,0.08296943231441048,0.46262522476239404,0.15977395324942203,0.07141022347803751,0.0765476496275366,0.05240174672489083,0.822758797842281,0.12894939635242744
5,08001008100,1062,32,28,122,111,91,342,336,1002,678,0.030131826741996232,0.026365348399246705,0.11487758945386065,0.10451977401129943,0.0856873822975518,0.3220338983050847,0.3163841807909605,0.943502824858757,0.6384180790960452
6,08001008200,4459,387,669,1761,787,357,360,138,3403,498,0.08679076026014801,0.1500336398295582,0.39493159901323166,0.17649697241533976,0.08006279434850863,0.08073559093967257,0.030948643193541153,0.7631755999102938,0.11168423413321373
7,08001008308,3278,397,425,1281,473,224,277,201,2456,478,0.1211104331909701,0.1296522269676632,0.3907870652837096,0.14429530201342283,0.06833435021354485,0.08450274557657109,0.061317876754118365,0.7492373398413666,0.14582062233068943
8,08001008309,2437,265,447,1048,361,105,165,46,1725,211,0.10874025441116127,0.18342224045958144,0.43003693065244153,0.14813295034878948,0.043085761181780875,0.06770619614279852,0.01887566680344686,0.7078375051292572,0.08658186294624538
9,08001008354,2451,131,94,666,496,145,774,145,2226,919,0.05344757241942064,0.03835169318645451,0.2717258261933905,0.20236638106895144,0.05915952672378621,0.3157894736842105,0.05915952672378621,0.9082007343941249,0.3749490004079967
10,08001008355,3572,236,287,1381,849,365,302,152,3049,454,0.06606942889137737,0.0803471444568869,0.38661814109742443,0.23768197088465845,0.10218365061590146,0.0845464725643897,0.0425531914893617,0.8535834266517357,0.1270996640537514
11,08001008401,3755,69,328,1526,755,466,545,66,3358,611,0.01837549933422104,0.08735019973368842,0.40639147802929426,0.2010652463382157,0.12410119840213049,0.14513981358189082,0.017576564580559253,0.8942743009320906,0.16271637816245008
12,08001008402,3166,19,82,728,1159,422,521,235,3065,756,0.006001263423878711,0.025900189513581806,0.229943145925458,0.3660770688566014,0.13329121920404297,0.16456096020214783,0.07422615287428933,0.9680985470625395,0.23878711307643716
13,08001008505,5008,201,342,1855,1175,553,525,357,4465,882,0.040135782747603835,0.06829073482428115,0.3704073482428115,0.23462460063897764,0.11042332268370607,0.10483226837060702,0.07128594249201278,0.891573482428115,0.1761182108626198
14,08001008506,3936,242,205,1515,936,419,399,220,3489,619,0.061483739837398375,0.052083333333333336,0.38490853658536583,0.23780487804878048,0.10645325203252033,0.1013719512195122,0.05589430894308943,0.8864329268292683,0.15726626016260162
15,08001008507,4479,145,151,2340,973,388,359,123,4183,482,0.0323732976110739,0.033712882339807994,0.522438044206296,0.21723599017637865,0.08662647912480465,0.08015181960258987,0.027461486939048894,0.9339138200491182,0.10761330654163875
16,08001008508,3807,146,328,1075,957,456,594,251,3333,845,0.03835040714473339,0.08615707906488049,0.282374573154715,0.25137903861308114,0.11977935382190702,0.15602836879432624,0.0659311794063567,0.8754925137903862,0.22195954820068295
17,08001008524,6356,161,292,1303,1292,643,1615,1050,5903,2665,0.025330396475770924,0.045940843297671494,0.20500314663310257,0.20327249842668346,0.1011642542479547,0.25409062303335433,0.16519823788546256,0.9287287602265576,0.41928886091881684
18,08001008526,4895,115,264,994,1177,298,1193,854,4516,2047,0.02349336057201226,0.05393258426966292,0.20306435137895812,0.24044943820224718,0.06087844739530133,0.24371807967313586,0.17446373850868233,0.9225740551583248,0.41818181818181815
19,08001008533,5502,172,319,1304,1607,481,1259,360,5011,1619,0.031261359505634315,0.057978916757542714,0.23700472555434388,0.292075608869502,0.08742275536168666,0.22882588149763722,0.06543075245365322,0.910759723736823,0.2942566339512904
20,08001008534,2929,45,218,884,855,284,420,223,2666,643,0.015363605326049846,0.07442813246841926,0.30180949129395696,0.2919085011949471,0.09696142027995903,0.14339364970979857,0.07613519972686923,0.9102082622055309,0.2195288494366678
21,08001008535,2731,84,336,828,503,250,550,180,2311,730,0.030757964115708532,0.12303185646283413,0.30318564628341266,0.18418161845477846,0.09154155986818015,0.20139143170999635,0.06590992310508971,0.8462101794214574,0.26730135481508605
22,08001008536,2419,55,200,489,460,329,531,355,2164,886,0.02273666804464655,0.0826787928896238,0.2021496486151302,0.19016122364613477,0.13600661430343117,0.21951219512195122,0.14675485737908225,0.8945845390657297,0.3662670525010335
23,08001008538,5060,240,78,684,1415,355,1407,881,4742,2288,0.04743083003952569,0.01541501976284585,0.13517786561264822,0.27964426877470355,0.07015810276679842,0.27806324110671937,0.1741106719367589,0.9371541501976285,0.45217391304347826
24,08001008540,5855,129,275,1669,1292,695,1412,383,5451,1795,0.02203245089666951,0.04696840307429547,0.2850555081127242,0.22066609735269002,0.11870196413321947,0.24116140051238258,0.06541417591801879,0.930999146029035,0.30657557643040134
25,08001008544,3340,45,98,432,582,311,1244,628,3197,1872,0.01347305389221557,0.029341317365269463,0.12934131736526946,0.17425149700598802,0.09311377245508982,0.3724550898203593,0.18802395209580838,0.957185628742515,0.5604790419161677
26,08001008545,4699,95,185,1027,908,460,1412,612,4419,2024,0.02021706746116195,0.03937007874015748,0.21855713981698233,0.1932326026814216,0.09789316875931049,0.30048946584379654,0.13024047669716962,0.9404128537986806,0.43072994254096614
27,08001008546,3013,116,212,743,575,535,645,187,2685,832,0.03849983405243943,0.07036176568204447,0.2465980750082974,0.19083969465648856,0.17756388981081977,0.2140723531364089,0.062064387653501495,0.891138400265516,0.2761367407899104
28,08001008547,2253,7,81,715,524,184,564,178,2165,742,0.0031069684864624943,0.03595206391478029,0.31735463826009763,0.23257878384376388,0.08166888592987129,0.25033288948069243,0.079005770084332,0.9609409675987572,0.3293386595650244
29,08001008548,1213,29,16,268,258,105,392,145,1168,537,0.023907666941467436,0.013190436933223413,0.22093981863149217,0.21269579554822754,0.08656224237427865,0.3231657048639736,0.11953833470733718,0.9629018961253092,0.4427040395713108
30,08001008549,2474,357,222,447,477,260,476,235,1895,711,0.14430072756669363,0.08973322554567502,0.18067906224737268,0.19280517380759904,0.10509296685529507,0.19240097008892482,0.09498787388843978,0.7659660468876314,0.2873888439773646
31,08001008550,5687,172,364,1602,1610,549,1156,234,5151,1390,0.03024441709161245,0.06400562686829611,0.28169509407420434,0.2831018111482328,0.09653595920520486,0.20327061719711623,0.041146474415333215,0.9057499560400915,0.24441709161244946
32,08001008551,1151,37,103,268,164,72,323,184,1011,507,0.03214596003475239,0.0894874022589053,0.23284100781928757,0.1424847958297133,0.06255430060816682,0.28062554300608167,0.15986099044309296,0.8783666377063423,0.44048653344917466
33,08001008552,2711,94,105,998,557,215,533,209,2512,742,0.03467355219476208,0.03873109553670232,0.3681298413869421,0.20545924013279232,0.07930652895610475,0.1966064182958318,0.07709332349686462,0.9265953522685356,0.2736997417926964
34,08001008553,3417,0,54,1013,1198,487,413,252,3363,665,0.0,0.015803336259877086,0.2964588820602868,0.350599941469125,0.14252268071407667,0.12086625695054141,0.07374890254609306,0.9841966637401229,0.19461515949663447
35,08001008554,2096,36,47,461,483,401,561,107,2013,668,0.01717557251908397,0.022423664122137404,0.21994274809160305,0.23043893129770993,0.19131679389312978,0.2676526717557252,0.05104961832061069,0.9604007633587787,0.3187022900763359
36,08001008555,3283,0,347,1066,946,330,396,198,2936,594,0.0,0.10569600974718245,0.32470301553457204,0.2881510813280536,0.10051781906792567,0.12062138288151081,0.060310691440755404,0.8943039902528176,0.1809320743222662
37,08001008556,3904,204,159,986,1034,412,866,243,3541,1109,0.05225409836065574,0.04072745901639344,0.2525614754098361,0.26485655737704916,0.10553278688524591,0.22182377049180327,0.0622438524590164,0.9070184426229508,0.28406762295081966
38,08001008557,533,0,23,204,40,65,144,57,510,201,0.0,0.043151969981238276,0.3827392120075047,0.075046904315197,0.12195121951219512,0.2701688555347092,0.10694183864915573,0.9568480300187617,0.3771106941838649
39,08001008558,2100,56,12,397,509,221,663,242,2032,905,0.02666666666666667,0.005714285714285714,0.18904761904761905,0.2423809523809524,0.10523809523809524,0.3157142857142857,0.11523809523809524,0.9676190476190476,0.430952380952381
40,08001008559,4234,82,299,1322,1045,476,661,349,3853,1010,0.019367028814359942,0.07061880018894662,0.31223429381199813,0.24681152574397733,0.11242324043457723,0.15611714690599907,0.0824279641001417,0.9100141709966935,0.23854511100614076
41,08001008560,1220,4,28,199,291,145,353,200,1188,553,0.003278688524590164,0.022950819672131147,0.16311475409836065,0.23852459016393443,0.11885245901639344,0.289344262295082,0.16393442622950818,0.9737704918032787,0.4532786885245902
42,08001008561,3636,7,115,678,922,309,1095,510,3514,1605,0.0019251925192519251,0.03162816281628163,0.18646864686468648,0.25357535753575355,0.08498349834983498,0.30115511551155116,0.14026402640264027,0.9664466446644664,0.4414191419141914
43,08001008562,3368,172,114,823,1152,231,572,304,3082,876,0.0510688836104513,0.033847980997624705,0.24435866983372923,0.342042755344418,0.06858669833729217,0.16983372921615203,0.09026128266033254,0.915083135391924,0.26009501187648454
44,08001008563,2520,17,176,476,501,388,548,414,2327,962,0.006746031746031746,0.06984126984126984,0.18888888888888888,0.1988095238095238,0.15396825396825398,0.21746031746031746,0.16428571428571428,0.9234126984126985,0.3817460317460317
45,08001008564,857,0,62,238,265,76,169,47,795,216,0.0,0.07234539089848308,0.2777129521586931,0.30921820303383896,0.08868144690781797,0.1971995332555426,0.05484247374562427,0.9276546091015169,0.25204200700116686
46,08001008565,4678,133,330,1693,964,428,694,436,4215,1130,0.028430953398888414,0.0705429670799487,0.3619067977768277,0.20607097050021378,0.09149209063702438,0.1483539974348012,0.09320222317229586,0.9010260795211629,0.24155622060709706
47,08001008603,1201,177,54,539,307,58,47,19,970,66,0.14737718567860117,0.044962531223980015,0.4487926727726894,0.2556203164029975,0.04829308909242298,0.03913405495420483,0.01582014987510408,0.8076602830974188,0.054954204829308906
48,08001008604,3731,87,476,1560,872,365,265,106,3168,371,0.023318145269364782,0.1275797373358349,0.4181184668989547,0.23371750201018493,0.09782900026802466,0.07102653444116859,0.028410613776467437,0.8491021173948003,0.09943714821763602
49,08001008605,2746,163,118,839,870,154,432,170,2465,602,0.05935906773488711,0.04297159504734159,0.30553532410779316,0.3168244719592134,0.056081573197378005,0.157319737800437,0.061908230152949745,0.8976693372177713,0.21922796795338675
50,08001008606,4122,255,439,1447,905,572,333,171,3428,504,0.06186317321688501,0.10650169820475497,0.3510431829209122,0.2195536147501213,0.13876758854924795,0.08078602620087336,0.04148471615720524,0.83163512857836,0.1222707423580786
51,08001008705,3097,370,334,1486,556,243,96,12,2393,108,0.11947045527930256,0.10784630287374879,0.47981917985146916,0.17952857604133032,0.0784630287374879,0.030997739748143363,0.0038747174685179204,0.7726832418469487,0.03487245721666128
52,08001008706,3375,456,588,1321,562,135,238,75,2331,313,0.1351111111111111,0.17422222222222222,0.3914074074074074,0.1665185185185185,0.04,0.07051851851851852,0.022222222222222223,0.6906666666666667,0.09274074074074073
53,08001008709,4706,760,966,1339,625,294,687,35,2980,722,0.161495962600935,0.20526986825329366,0.2845303867403315,0.13280917977050574,0.0624734381640459,0.1459838504037399,0.007437314067148321,0.6332341691457714,0.15342116447088822
54,08001008801,3055,528,719,1068,298,260,175,7,1808,182,0.1728314238952537,0.2353518821603928,0.3495908346972177,0.09754500818330605,0.0851063829787234,0.057283142389525366,0.0022913256955810145,0.5918166939443535,0.059574468085106386
55,08001008802,3134,727,466,1029,385,119,388,20,1941,408,0.23197192086790044,0.14869176770899808,0.3283343969368219,0.12284620293554563,0.037970644543714106,0.12380344607530312,0.006381620931716656,0.6193363114231014,0.1301850670070198
56,08001008901,1527,160,482,479,181,99,61,65,885,126,0.10478061558611657,0.31565160445317614,0.3136869679109365,0.11853307138179436,0.06483300589390963,0.03994760969220694,0.042567125081859856,0.5795677799607073,0.0825147347740668
57,08001009001,2912,304,296,1104,591,282,245,90,2312,335,0.1043956043956044,0.10164835164835165,0.3791208791208791,0.2029532967032967,0.09684065934065934,0.08413461538461539,0.030906593406593408,0.7939560439560439,0.11504120879120878
58,08001009003,3048,177,304,941,630,537,306,153,2567,459,0.058070866141732284,0.09973753280839895,0.30872703412073493,0.20669291338582677,0.17618110236220472,0.10039370078740158,0.05019685039370079,0.8421916010498688,0.15059055118110237
59,08001009004,2915,578,127,866,732,193,307,112,2210,419,0.19828473413379075,0.04356775300171527,0.29708404802744426,0.25111492281303605,0.06620926243567753,0.10531732418524871,0.03842195540308748,0.758147512864494,0.14373927958833618
60,08001009101,3333,303,296,1221,642,324,387,160,2734,547,0.09090909090909091,0.0888088808880888,0.36633663366336633,0.1926192619261926,0.09720972097209721,0.11611161116111611,0.048004800480048,0.8202820282028203,0.1641164116411641
61,08001009103,2409,498,301,578,552,163,223,94,1610,317,0.20672478206724781,0.12494811124948112,0.23993358239933582,0.22914072229140722,0.0676629306766293,0.09256953092569531,0.039020340390203405,0.6683271066832711,0.13158987131589872
62,08001009104,3715,299,358,1177,610,435,699,137,3058,836,0.08048452220726783,0.09636608344549125,0.3168236877523553,0.1641991924629879,0.11709286675639301,0.18815612382234187,0.03687752355316285,0.8231493943472409,0.22503364737550471
63,08001009202,2807,247,402,1078,596,162,251,71,2158,322,0.08799429996437477,0.14321339508371927,0.38403990024937656,0.212326327039544,0.057712860705379405,0.08941930887068045,0.025293908086925544,0.768792304951906,0.11471321695760599
64,08001009203,3186,326,156,1295,750,287,301,71,2704,372,0.10232266164469554,0.04896421845574388,0.40646578782172005,0.23540489642184556,0.09008160703075957,0.09447583176396736,0.022284996861268048,0.8487131198995606,0.1167608286252354
65,08001009204,4486,254,396,1121,876,501,935,403,3836,1338,0.056620597414177444,0.08827463218903255,0.24988854213107445,0.19527418635755683,0.11168078466339723,0.2084262148907713,0.08983504235399019,0.85510477039679,0.2982612572447615
66,08001009206,1821,78,88,386,422,147,482,218,1655,700,0.042833607907743,0.04832509610104338,0.21197144426139483,0.2317408017572762,0.08072487644151564,0.26468973091707854,0.11971444261394838,0.9088412959912137,0.3844041735310269
67,08001009207,3600,139,337,1344,936,286,450,108,3124,558,0.03861111111111111,0.09361111111111112,0.37333333333333335,0.26,0.07944444444444444,0.125,0.03,0.8677777777777778,0.155
68,08001009304,4048,151,130,954,1400,486,669,258,3767,927,0.037302371541501976,0.032114624505928856,0.23567193675889328,0.3458498023715415,0.12005928853754941,0.16526679841897232,0.06373517786561265,0.9305830039525692,0.229001976284585
69,08001009306,2216,135,150,693,556,270,316,96,1931,412,0.06092057761732852,0.06768953068592058,0.31272563176895307,0.2509025270758123,0.12184115523465704,0.14259927797833935,0.04332129963898917,0.8713898916967509,0.18592057761732853
70,08001009307,2152,237,223,667,297,254,349,125,1692,474,0.11013011152416356,0.10362453531598513,0.3099442379182156,0.13801115241635686,0.11802973977695168,0.1621747211895911,0.05808550185873606,0.7862453531598513,0.22026022304832713
71,08001009308,3237,350,326,1034,894,417,183,33,2561,216,0.10812480691998765,0.1007105344454742,0.31943157244362064,0.2761816496756256,0.12882298424467098,0.056533827618164965,0.010194624652455977,0.7911646586345381,0.06672845227062095
72,08001009309,2716,245,370,771,699,227,360,44,2101,404,0.09020618556701031,0.13622974963181148,0.28387334315169366,0.25736377025036816,0.08357879234167893,0.1325478645066274,0.016200294550810016,0.7735640648011782,0.1487481590574374
73,08001009310,3789,433,442,1299,765,264,417,169,2914,586,0.11427817366059646,0.11665347057271047,0.3428345209817894,0.20190023752969122,0.06967537608867776,0.110055423594616,0.04460279757191871,0.7690683557666931,0.15465822116653472
74,08001009316,4456,963,790,1369,807,324,154,49,2703,203,0.21611310592459604,0.17728904847396768,0.3072262118491921,0.18110412926391384,0.07271095152603231,0.034560143626570915,0.01099640933572711,0.6065978456014363,0.045556552962298026
75,08001009318,3858,414,650,1505,570,201,380,138,2794,518,0.10730948678071539,0.168481078278901,0.39009849663037843,0.14774494556765164,0.052099533437014,0.09849663037843442,0.03576982892690513,0.7242094349403836,0.13426645930533956
76,08001009319,1578,258,325,369,300,94,158,74,995,232,0.1634980988593156,0.20595690747782003,0.2338403041825095,0.19011406844106463,0.059569074778200254,0.10012674271229405,0.046894803548795945,0.6305449936628644,0.14702154626108999
77,08001009320,1705,189,306,610,321,42,183,54,1210,237,0.11085043988269795,0.17947214076246334,0.35777126099706746,0.18826979472140762,0.02463343108504399,0.10733137829912023,0.03167155425219941,0.7096774193548387,0.13900293255131965
78,08001009321,2459,347,276,814,408,228,322,64,1836,386,0.14111427409516064,0.11224074827165514,0.3310288735258235,0.1659211061407076,0.09272061813745425,0.13094753965026434,0.026026840178934526,0.7466449776331843,0.15697437982919887
79,08001009322,3219,399,487,1060,643,203,282,145,2333,427,0.1239515377446412,0.15128922025473748,0.32929481205343275,0.1997514756135446,0.06306306306306306,0.08760484622553588,0.04504504504504504,0.7247592420006214,0.13264989127058094
80,08001009323,2513,148,221,663,677,259,364,181,2144,545,0.05889375248706725,0.08794269797055312,0.26382809391165934,0.2693991245523279,0.10306406685236769,0.14484679665738162,0.07202546756864306,0.8531635495423796,0.21687226422602468
81,08001009325,4180,18,153,785,771,441,1386,626,4009,2012,0.00430622009569378,0.03660287081339713,0.18779904306220097,0.18444976076555025,0.10550239234449761,0.33157894736842103,0.14976076555023923,0.9590909090909091,0.4813397129186603
82,08001009326,2326,39,37,458,520,168,682,422,2250,1104,0.016766981943250214,0.01590713671539123,0.19690455717970765,0.2235597592433362,0.07222699914015478,0.293207222699914,0.18142734307824593,0.9673258813413586,0.47463456577815993
83,08001009327,3146,122,235,1050,579,262,552,346,2789,898,0.03877940241576605,0.07469802924348379,0.3337571519389701,0.18404322949777496,0.08328035600762873,0.17546090273363002,0.10998092816274635,0.8865225683407502,0.28544183089637637
84,08001009401,3555,411,304,1095,549,286,677,233,2840,910,0.11561181434599156,0.08551336146272855,0.3080168776371308,0.15443037974683543,0.08045007032348804,0.19043600562587903,0.06554149085794655,0.7988748241912799,0.2559774964838256
85,08001009406,3133,180,231,803,837,369,544,169,2722,713,0.05745292052345994,0.07373124800510693,0.2563038621129907,0.2671560804340887,0.11777848707309288,0.17363549313756782,0.05394190871369295,0.8688158314714332,0.22757740185126077
86,08001009407,3299,357,391,855,668,359,484,185,2551,669,0.10821461048802668,0.11852076386783873,0.2591694452864504,0.20248560169748409,0.10882085480448621,0.14671112458320704,0.05607759927250682,0.7732646256441346,0.20278872385571386
87,08001009408,3553,109,17,387,642,420,1360,618,3427,1978,0.030678300028145228,0.004784688995215311,0.10892203771460737,0.18069237264283705,0.1182099634112018,0.3827751196172249,0.17393751759076836,0.9645370109766395,0.5567126372079932
88,08001009409,4186,13,113,686,709,187,1469,1009,4060,2478,0.003105590062111801,0.026994744386048732,0.16387959866220736,0.16937410415671286,0.044672718585762064,0.35093167701863354,0.24104156712852365,0.9698996655518395,0.5919732441471572
89,08001009410,2264,48,116,250,427,134,786,503,2100,1289,0.02120141342756184,0.05123674911660778,0.11042402826855123,0.18860424028268552,0.05918727915194346,0.3471731448763251,0.22217314487632508,0.9275618374558304,0.5693462897526502
90,08001009411,2366,0,58,264,494,250,774,526,2308,1300,0.0,0.024513947590870666,0.11158072696534235,0.2087912087912088,0.10566356720202874,0.32713440405748095,0.22231614539306846,0.9754860524091293,0.5494505494505495
91,08001009501,1968,282,174,623,460,61,179,189,1512,368,0.14329268292682926,0.08841463414634146,0.3165650406504065,0.23373983739837398,0.030995934959349592,0.09095528455284553,0.09603658536585366,0.7682926829268293,0.18699186991869918
92,08001009502,3232,439,296,840,795,139,437,286,2497,723,0.1358292079207921,0.09158415841584158,0.2599009900990099,0.24597772277227722,0.043007425742574254,0.13521039603960397,0.08849009900990099,0.7725866336633663,0.22370049504950495
93,08001009553,2556,478,268,507,220,177,378,528,1810,906,0.18701095461658843,0.10485133020344288,0.1983568075117371,0.08607198748043818,0.06924882629107981,0.14788732394366197,0.20657276995305165,0.7081377151799687,0.3544600938967136
94,08001009603,4324,181,703,1044,1302,305,759,30,3440,789,0.04185938945420906,0.1625809435707678,0.2414431082331175,0.3011100832562442,0.07053654024051804,0.17553191489361702,0.006938020351526364,0.7955596669750231,0.18246993524514338
95,08001009604,2897,183,259,926,658,220,427,224,2455,651,0.06316879530548844,0.08940283051432517,0.3196410079392475,0.227131515360718,0.07594062823610631,0.14739385571280636,0.07732136693130826,0.8474283741801864,0.22471522264411462
96,08001009606,1711,239,284,588,215,86,185,114,1188,299,0.1396843950905903,0.16598480420806547,0.34365867913500875,0.1256575102279369,0.05026300409117475,0.1081239041496201,0.06662770309760374,0.6943308007013442,0.17475160724722386
97,08001009607,3022,200,269,897,615,311,403,327,2553,730,0.06618133686300463,0.08901389808074123,0.29682329583057576,0.20350761085373925,0.1029119788219722,0.13335539377895433,0.10820648577101258,0.8448047650562541,0.2415618795499669
98,08001009608,2545,91,133,761,354,111,703,392,2321,1095,0.03575638506876228,0.05225933202357564,0.29901768172888016,0.13909626719056975,0.04361493123772102,0.2762278978388998,0.15402750491159137,0.9119842829076621,0.4302554027504912
99,08001009751,2286,237,124,321,634,289,538,143,1925,681,0.1036745406824147,0.0542432195975503,0.14041994750656167,0.2773403324584427,0.12642169728783903,0.23534558180227472,0.06255468066491689,0.842082239720035,0.2979002624671916
100,08001009752,1857,154,150,583,450,123,266,131,1553,397,0.08292945611200861,0.08077544426494346,0.3139472267097469,0.24232633279483037,0.06623586429725363,0.14324178782983307,0.07054388799138395,0.8362950996230479,0.21378567582121702
101,08001001500,1968,394,361,551,350,141,169,2,1213,171,0.20020325203252032,0.1834349593495935,0.27997967479674796,0.17784552845528456,0.07164634146341463,0.0858739837398374,0.0010162601626016261,0.6163617886178862,0.08689024390243902
102,08001060001,1691,9,47,285,366,110,633,241,1635,874,0.005322294500295683,0.027794204612655235,0.16853932584269662,0.21643997634535778,0.06505026611472502,0.37433471318746303,0.14251921939680662,0.9668835008870491,0.5168539325842697
103,08001060002,2313,14,34,448,535,182,708,392,2265,1100,0.0060527453523562475,0.014699524427150886,0.19368785127539992,0.2313013402507566,0.07868568958063121,0.30609597924773024,0.16947686986597493,0.9792477302204928,0.4755728491137051
104,08001006010,4990,64,253,1274,1012,369,1277,741,4673,2018,0.01282565130260521,0.05070140280561122,0.255310621242485,0.2028056112224449,0.07394789579158316,0.2559118236472946,0.14849699398797594,0.9364729458917835,0.40440881763527053
105,08001006020,3510,72,69,705,843,406,827,588,3369,1415,0.020512820512820513,0.019658119658119658,0.20085470085470086,0.24017094017094018,0.11566951566951567,0.23561253561253562,0.1675213675213675,0.9598290598290599,0.4031339031339031
106,08001006120,1945,19,46,557,367,159,579,218,1880,797,0.009768637532133676,0.02365038560411311,0.2863753213367609,0.18868894601542416,0.08174807197943444,0.29768637532133674,0.11208226221079691,0.9665809768637532,0.40976863753213366
108,08005004951,1311,17,10,201,318,84,569,112,1284,681,0.012967200610221205,0.007627765064836003,0.15331807780320367,0.2425629290617849,0.06407322654462243,0.43401983218916856,0.08543096872616324,0.9794050343249427,0.5194508009153318
109,08005004952,2708,335,58,347,353,177,961,477,2315,1438,0.12370753323485968,0.02141802067946824,0.12813884785819793,0.13035450516986707,0.0653618906942393,0.3548744460856721,0.1761447562776957,0.8548744460856721,0.5310192023633677
110,08005005551,1961,133,168,707,544,120,214,75,1660,289,0.06782253952065273,0.08567057623661398,0.36053034166241715,0.2774094849566548,0.06119326874043855,0.10912799592044875,0.0382457929627741,0.8465068842427333,0.14737378888322283
111,08005005552,1826,192,147,583,415,166,216,107,1487,323,0.10514786418400876,0.08050383351588171,0.3192771084337349,0.22727272727272727,0.09090909090909091,0.11829134720700986,0.05859802847754655,0.8143483023001096,0.1768893756845564
112,08005005553,3004,274,306,928,635,215,518,128,2424,646,0.09121171770972038,0.10186418109187749,0.30892143808255657,0.21138482023968042,0.07157123834886818,0.17243675099866845,0.0426098535286285,0.8069241011984021,0.21504660452729693
113,08005005611,4208,47,94,781,741,285,1471,789,4067,2260,0.011169201520912548,0.022338403041825095,0.18559885931558937,0.17609315589353614,0.06772813688212928,0.3495722433460076,0.1875,0.9664923954372624,0.5370722433460076
114,08005005612,2153,12,53,235,354,152,885,462,2088,1347,0.00557361820715281,0.024616813748258245,0.10915002322340919,0.1644217371110079,0.07059916395726892,0.41105434277751973,0.2145843009753832,0.969809568044589,0.6256386437529029
115,08005005614,2288,19,63,308,586,166,532,614,2206,1146,0.008304195804195804,0.027534965034965036,0.1346153846153846,0.2561188811188811,0.07255244755244755,0.23251748251748253,0.26835664335664333,0.9641608391608392,0.5008741258741258
116,08005005619,3462,51,146,473,575,232,1289,696,3265,1985,0.014731369150779897,0.042172154823801274,0.1366262276140959,0.1660889659156557,0.06701328711727325,0.3723281340265742,0.20103986135181975,0.9430964760254188,0.573367995378394
117,08005005620,2414,43,94,558,426,132,734,427,2277,1161,0.017812758906379452,0.03893951946975974,0.2311516155758078,0.17647058823529413,0.05468102734051367,0.304059652029826,0.17688483844241923,0.9432477216238608,0.48094449047224525
118,08005005621,2058,13,34,237,315,98,878,483,2011,1361,0.006316812439261419,0.01652089407191448,0.1151603498542274,0.15306122448979592,0.047619047619047616,0.42662779397473277,0.23469387755102042,0.9771622934888241,0.6613216715257532
119,08005005622,2007,0,22,127,235,122,887,614,1985,1501,0.0,0.01096163428001993,0.06327852516193323,0.11709018435475835,0.060787244643746886,0.4419531639262581,0.3059292476332835,0.98903836571998,0.7478824115595416
120,08005005623,3005,0,70,236,308,166,1295,930,2935,2225,0.0,0.02329450915141431,0.07853577371048252,0.10249584026622297,0.05524126455906822,0.43094841930116473,0.30948419301164726,0.9767054908485857,0.740432612312812
