,census_tract,population_25_and_over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,estimate_total_age_by_educational_attainment_population_25_years_and_over_less_than_9th_grade_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_9th_to_12th_grade_no_diploma_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_(includes_equivalency)_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_some_college_no_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_associate's_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_bachelor's_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_graduate_or_professional_degree_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_high_school_graduate_or_higher_percentage_total,estimate_total_age_by_educational_attainment_population_25_years_and_over_bachelor's_degree_or_higher_percentage_total
575,08059012051,2745,26,42,336,536,192,1165,448,2677,1613,0.00947176684881603,0.015300546448087432,0.12240437158469945,0.19526411657559198,0.06994535519125683,0.424408014571949,0.16320582877959927,0.9752276867030966,0.5876138433515483
576,08059012052,3697,80,53,683,691,410,1300,480,3564,1780,0.021639166892074655,0.014335948065999459,0.18474438734108736,0.18690830403029485,0.1109007303218826,0.3516364619962131,0.12983500135244794,0.9640248850419258,0.4814714633486611
577,08059012053,3190,26,114,684,907,272,912,275,3050,1187,0.008150470219435737,0.035736677115987464,0.21442006269592476,0.28432601880877745,0.08526645768025079,0.2858934169278997,0.08620689655172414,0.9561128526645768,0.3721003134796238
578,08059012054,2666,0,16,327,311,221,1188,603,2650,1791,0.0,0.006001500375093774,0.122655663915979,0.11665416354088522,0.08289572393098274,0.44561140285071266,0.22618154538634658,0.9939984996249063,0.6717929482370593
579,08059012055,2754,1,36,472,485,248,980,532,2717,1512,0.00036310820624546115,0.013071895424836602,0.17138707334785766,0.17610748002904866,0.09005083514887437,0.35584604212055193,0.19317356572258534,0.9865649963689179,0.5490196078431373
580,08059012057,4124,0,73,549,1328,651,1161,362,4051,1523,0.0,0.01770126091173618,0.13312318137730358,0.32201745877788557,0.1578564500484966,0.2815227934044617,0.0877788554801164,0.9822987390882638,0.36930164888457806
581,08059012058,2969,10,34,530,696,282,936,481,2925,1417,0.003368137420006736,0.011451667228022903,0.17851128326035703,0.23442236443246883,0.09498147524418997,0.3152576625126305,0.162007409902324,0.9851801953519703,0.4772650724149545
582,08059012059,2543,7,34,453,872,160,845,172,2502,1017,0.0027526543452615023,0.013370035391270154,0.17813605977192293,0.3429020841525757,0.06291781360597719,0.33228470310656705,0.06763664962642549,0.9838773102634684,0.3999213527329925
583,08059012060,2388,1,36,333,704,207,775,332,2351,1107,0.0004187604690117253,0.01507537688442211,0.13944723618090452,0.2948073701842546,0.08668341708542714,0.32453936348408713,0.1390284757118928,0.9845058626465661,0.4635678391959799
584,08059001580,3218,22,69,685,715,226,1034,467,3127,1501,0.006836544437538844,0.02144188937228092,0.21286513362336856,0.22218769422001244,0.07022995649471722,0.3213175885643257,0.14512119328775638,0.9717215661901802,0.46643878185208204
585,08059001590,2537,9,131,681,467,306,716,227,2397,943,0.0035474970437524636,0.05163579030350808,0.2684272763106031,0.18407567993693338,0.12061489948758376,0.2822230981474182,0.08947575877020103,0.9448167126527395,0.3716988569176192
586,08059006030,3340,43,136,690,630,216,1127,498,3161,1625,0.012874251497005988,0.0407185628742515,0.20658682634730538,0.18862275449101795,0.06467065868263473,0.3374251497005988,0.14910179640718563,0.9464071856287425,0.4865269461077844
587,08059006040,2723,76,39,415,844,225,658,466,2608,1124,0.02791039294895336,0.014322438486962909,0.1524054351817848,0.30995225853837677,0.0826294528094014,0.2416452442159383,0.17113477781858244,0.9577671685640837,0.41278002203452074
588,08059060501,5340,85,11,534,1016,204,2005,1485,5244,3490,0.015917602996254682,0.002059925093632959,0.1,0.1902621722846442,0.038202247191011236,0.37546816479400746,0.27808988764044945,0.9820224719101124,0.653558052434457
590,08059009804,1263,61,189,479,332,30,44,128,1013,172,0.04829770387965162,0.1496437054631829,0.37925574030087095,0.26286619160728425,0.023752969121140142,0.03483768804433888,0.10134600158353127,0.8020585906571654,0.13618368962787014
592,08059009808,14,0,0,0,0,0,7,7,14,14,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0
