,race_total_count,census_tract,white_alone_percentage_total,black_or_african_american_alone_percentage_total,american_indian_and_alaska_native_alone_percentage_total,asian_alone_percentage_total,native_hawaiian_and_other_pacific_islander_alone_percentage_total,some_other_race_alone_percentage_total
"Census Tract 68.08, Arapahoe County, Colorado","5,195",08005006808,0.8679499518768046,0.00904716073147257,0.0021174205967276227,0.10529355149181906,0.0007699711260827719,0.01482194417709336
"Census Tract 68.15, Arapahoe County, Colorado","4,070",08005006815,0.6837837837837838,0.05331695331695332,0.013267813267813268,0.1746928746928747,0.0002457002457002457,0.0746928746928747
"Census Tract 68.54, Arapahoe County, Colorado","2,877",08005006854,0.6468543621828293,0.07716371220020855,0.007994438651372959,0.22071602363573167,0.002780674313521029,0.04449078901633646
"Census Tract 68.57, Arapahoe County, Colorado","2,095",08005006857,0.8558472553699285,0.00954653937947494,0.0042959427207637235,0.1126491646778043,0.0,0.01766109785202864
"Census Tract 68.59, Arapahoe County, Colorado","3,255",08005006859,0.6820276497695853,0.05898617511520737,0.007987711213517665,0.2129032258064516,0.0030721966205837174,0.035023041474654376
"Census Tract 68.60, Arapahoe County, Colorado","1,616",08005006860,0.7803217821782178,0.05198019801980198,0.004331683168316832,0.12933168316831684,0.0018564356435643563,0.03217821782178218
"Census Tract 68.61, Arapahoe County, Colorado","3,867",08005006861,0.7460563744504785,0.01965347814843548,0.00491336953710887,0.2073959141453323,0.002068787173519524,0.01991207654512542
"Census Tract 68.62, Arapahoe County, Colorado","1,646",08005006862,0.7017010935601458,0.007290400972053463,0.004860267314702308,0.26974483596597815,0.0,0.016403402187120292
"Census Tract 68.63, Arapahoe County, Colorado","5,744",08005006863,0.6768802228412256,0.11472841225626741,0.008008356545961003,0.14188718662952646,0.0008704735376044568,0.05762534818941504
"Census Tract 68.64, Arapahoe County, Colorado","3,003",08005006864,0.7202797202797203,0.12154512154512155,0.007659007659007659,0.11921411921411922,0.0,0.031302031302031304
"Census Tract 71.01, Arapahoe County, Colorado","5,730",08005007101,0.8917975567190227,0.013787085514834206,0.011692844677137871,0.0075043630017452,0.00017452006980802793,0.07504363001745201
"Census Tract 71.03, Arapahoe County, Colorado","1,501",08005007103,0.8614257161892072,0.017321785476349102,0.007994670219853431,0.008660892738174551,0.003997335109926716,0.10059960026648901
"Census Tract 71.06, Arapahoe County, Colorado","5,648",08005007106,0.7241501416430595,0.10871104815864023,0.008321529745042492,0.11278328611898017,0.0017705382436260624,0.044263456090651555
"Census Tract 71.08, Arapahoe County, Colorado","2,723",08005007108,0.726771942710246,0.12816746235769372,0.008446566287183254,0.06793977230995225,0.005141388174807198,0.06353286816011752
"Census Tract 71.09, Arapahoe County, Colorado","2,033",08005007109,0.6237088047220856,0.17461878996556812,0.016724053123462864,0.1057550418101328,0.000983767830791933,0.07820954254795869
"Census Tract 71.10, Arapahoe County, Colorado","6,168",08005007110,0.6261348897535668,0.17525940337224383,0.01232166018158236,0.065337224383917,0.0019455252918287938,0.11900129701686121
"Census Tract 71.11, Arapahoe County, Colorado","1,383",08005007111,0.4417932031814895,0.036153289949385395,0.033261026753434564,0.0021691973969631237,0.0007230657989877079,0.48590021691973967
"Census Tract 71.12, Arapahoe County, Colorado","6,795",08005007112,0.7193524650478292,0.11169977924944813,0.0075055187637969095,0.11876379690949228,0.0005886681383370125,0.042089771891096396
"Census Tract 71.13, Arapahoe County, Colorado","7,074",08005007113,0.791631325982471,0.06502685891998869,0.005230421260955612,0.1058806898501555,0.0007068136839129206,0.031523890302516254
"Census Tract 72.01, Arapahoe County, Colorado","3,062",08005007201,0.40137165251469625,0.20411495754408884,0.03886348791639451,0.05584585238406271,0.015022860875244938,0.2847811887655127
"Census Tract 72.02, Arapahoe County, Colorado","3,107",08005007202,0.427743804312842,0.15803025426456388,0.028001287415513356,0.04859993562922433,0.0009655616350177019,0.33665915674283875
"Census Tract 73.01, Arapahoe County, Colorado","2,675",08005007301,0.35364485981308413,0.2583177570093458,0.02280373831775701,0.10467289719626169,0.013457943925233645,0.24710280373831775
"Census Tract 73.02, Arapahoe County, Colorado","4,546",08005007302,0.2641882974043115,0.24505059392872855,0.029036515618125824,0.08249010118785746,0.004399472063352398,0.3748350197976243
"Census Tract 74, Arapahoe County, Colorado","4,366",08005007400,0.4173156207054512,0.08405863490609253,0.024965643609711406,0.053595968850206135,0.00320659642693541,0.4168575355016033
"Census Tract 75, Arapahoe County, Colorado","2,107",08005007500,0.4466065495965828,0.1532985287138111,0.018984337921214997,0.03986710963455149,0.0037968675842429997,0.3374466065495966
"Census Tract 76, Arapahoe County, Colorado","2,870",08005007600,0.41498257839721253,0.19790940766550522,0.018466898954703832,0.058885017421602785,0.014982578397212544,0.29477351916376304
"Census Tract 77.02, Arapahoe County, Colorado","3,661",08005007702,0.46326140398798143,0.22261677137394154,0.03414367659109533,0.051078940180278615,0.018027861240098333,0.21087134662660476
"Census Tract 77.03, Arapahoe County, Colorado","3,888",08005007703,0.41512345679012347,0.29835390946502055,0.02546296296296296,0.05324074074074074,0.004886831275720165,0.2029320987654321
"Census Tract 77.04, Arapahoe County, Colorado","4,114",08005007704,0.34807972775887214,0.39134662129314535,0.014584346135148274,0.022848808945065628,0.00850753524550316,0.21463296062226545
"Census Tract 151, Arapahoe County, Colorado","2,432",08005001510,0.9144736842105263,0.023848684210526317,0.003289473684210526,0.04029605263157895,0.0,0.018092105263157895
"Census Tract 800, Arapahoe County, Colorado","3,213",08005008000,0.4351073762838469,0.2387177093059446,0.017429193899782137,0.06349206349206349,0.026143790849673203,0.2191098661686897
"Census Tract 801, Arapahoe County, Colorado","4,035",08005008010,0.45625774473358116,0.2946716232961586,0.013135068153655513,0.06294919454770756,0.003469640644361834,0.16951672862453532
"Census Tract 802, Arapahoe County, Colorado","5,378",08005008020,0.577538118259576,0.21587950911119375,0.016177017478616586,0.08646336928226106,0.003532911863146151,0.10040907400520639
"Census Tract 803, Arapahoe County, Colorado","5,442",08005008030,0.5940830576993752,0.20488790885703786,0.012495406100698273,0.09683939728041162,0.001470047776552738,0.0902241822859243
"Census Tract 804, Arapahoe County, Colorado","4,387",08005008040,0.6961477091406428,0.18007750170959652,0.01139731023478459,0.07294278550262139,0.0,0.039434693412354685
"Census Tract 805, Arapahoe County, Colorado","3,445",08005008050,0.6481857764876633,0.22002902757619738,0.009869375907111757,0.07518142235123368,0.0046444121915820025,0.0420899854862119
"Census Tract 806, Arapahoe County, Colorado","3,219",08005008060,0.590556073314694,0.19198508853681268,0.015532774153463809,0.05622864243553899,0.003417210313762038,0.14228021124572848
"Census Tract 807, Arapahoe County, Colorado","4,703",08005008070,0.49075058473314903,0.26366149266425687,0.01488411652136934,0.06782904529024027,0.0044652349564108015,0.15840952583457368
"Census Tract 808, Arapahoe County, Colorado","2,737",08005008080,0.36536353671903543,0.2031421264157837,0.03251735476799415,0.07818779685787358,0.00401899890390939,0.3167701863354037
"Census Tract 809, Arapahoe County, Colorado","3,639",08005008090,0.4924429788403408,0.16845287166804068,0.01978565539983512,0.05083814234679857,0.006870019236053861,0.261610332508931
"Census Tract 810.01, Arapahoe County, Colorado","1,715",08005081001,0.3965014577259475,0.3947521865889213,0.01282798833819242,0.046064139941690965,0.009329446064139942,0.14052478134110788
"Census Tract 810.02, Arapahoe County, Colorado","3,014",08005081002,0.33974784339747843,0.30656934306569344,0.02023888520238885,0.048772395487723955,0.010617120106171201,0.27405441274054415
"Census Tract 811.01, Arapahoe County, Colorado","3,005",08005081101,0.3564059900166389,0.443261231281198,0.016638935108153077,0.05723793677204659,0.004658901830282862,0.12179700499168053
"Census Tract 811.02, Arapahoe County, Colorado","1,997",08005081102,0.4521782674011017,0.30195292939409113,0.011517275913870806,0.05558337506259389,0.01902854281422133,0.1597396094141212
"Census Tract 812, Arapahoe County, Colorado","4,123",08005008120,0.4377880184331797,0.34392432694639824,0.018918263400436574,0.06912442396313365,0.006791171477079796,0.12345379577977202
"Census Tract 813, Arapahoe County, Colorado","2,756",08005008130,0.4118287373004354,0.2674165457184325,0.014876632801161103,0.0867198838896952,0.01451378809869376,0.204644412191582
"Census Tract 814, Arapahoe County, Colorado","4,918",08005008140,0.6350142334282228,0.17222448149654332,0.011793411956079707,0.0758438389589264,0.0020333468889792597,0.10309068727124847
"Census Tract 815, Arapahoe County, Colorado","3,034",08005008150,0.9123269611074489,0.05174686882003955,0.0036255767963085037,0.02241265655899802,0.0006591957811470006,0.00922874093605801
"Census Tract 816, Arapahoe County, Colorado","4,390",08005008160,0.69749430523918,0.11093394077448747,0.011161731207289294,0.03917995444191344,0.004555808656036446,0.1366742596810934
"Census Tract 817, Arapahoe County, Colorado","2,525",08005008170,0.7718811881188119,0.07762376237623762,0.0015841584158415843,0.12237623762376237,0.0031683168316831685,0.023366336633663366
"Census Tract 818, Arapahoe County, Colorado","4,176",08005008180,0.30986590038314177,0.15158045977011494,0.03017241379310345,0.09195402298850575,0.0038314176245210726,0.41259578544061304
"Census Tract 819, Arapahoe County, Colorado","5,912",08005008190,0.38633288227334234,0.26403924221921515,0.02875507442489851,0.057341001353179974,0.009472259810554804,0.2540595399188092
"Census Tract 820, Arapahoe County, Colorado","3,540",08005008200,0.37796610169491524,0.3045197740112994,0.02231638418079096,0.05564971751412429,0.030225988700564973,0.2093220338983051
"Census Tract 821, Arapahoe County, Colorado","5,726",08005008210,0.3978344393992316,0.2759343346140412,0.017114914425427872,0.06234718826405868,0.009256025148445686,0.23751309814879498
"Census Tract 822, Arapahoe County, Colorado","5,196",08005008220,0.5155889145496536,0.2611624326404927,0.015204003079291763,0.06485758275596613,0.00712086220169361,0.13606620477290224
"Census Tract 823, Arapahoe County, Colorado","3,214",08005008230,0.5314250155569384,0.1745488487865588,0.015868077162414437,0.06533914125700062,0.0074673304293715,0.20535158680771623
"Census Tract 824, Arapahoe County, Colorado","3,806",08005008240,0.5730425643720441,0.18628481345244352,0.018654755648975303,0.05281135049921177,0.0007882291119285339,0.16841828691539673
"Census Tract 825, Arapahoe County, Colorado","2,034",08005008250,0.6720747295968534,0.11848574237954769,0.02261553588987217,0.05014749262536873,0.004916420845624385,0.13176007866273354
"Census Tract 826, Arapahoe County, Colorado","5,030",08005008260,0.4220675944333996,0.3137176938369781,0.02286282306163022,0.05009940357852883,0.012524850894632207,0.178727634194831
"Census Tract 827, Arapahoe County, Colorado","3,032",08005008270,0.5115435356200527,0.23482849604221637,0.015171503957783642,0.09168865435356201,0.001978891820580475,0.14478891820580475
"Census Tract 828, Arapahoe County, Colorado","4,521",08005008280,0.5682371156823711,0.20283123202831232,0.021234240212342402,0.059278920592789205,0.0077416500774165,0.14067684140676842
"Census Tract 829, Arapahoe County, Colorado","4,297",08005008290,0.5831975797067722,0.1801256690714452,0.01210146613916686,0.07609960437514544,0.004188969048173144,0.14428671165929718
"Census Tract 830, Arapahoe County, Colorado","3,549",08005008300,0.5925612848689772,0.1561003099464638,0.008734854888701042,0.17666948436179206,0.0005635390250774866,0.06537052690898845
"Census Tract 831, Arapahoe County, Colorado","6,533",08005008310,0.49854584417572323,0.24230828103474666,0.017756007959589776,0.14342568498392774,0.0032144497168222867,0.09474973212919026
"Census Tract 832.01, Arapahoe County, Colorado","5,485",08005083201,0.6694621695533273,0.1301731996353692,0.006927985414767548,0.13163172288058342,0.0025524156791248863,0.059252506836827715
"Census Tract 832.02, Arapahoe County, Colorado","2,847",08005083202,0.6951176677204074,0.15033368458025992,0.012293642430628733,0.07692307692307693,0.001053740779768177,0.0642781875658588
"Census Tract 833, Arapahoe County, Colorado","4,098",08005008330,0.6476329917032699,0.18033186920449,0.00951683748169839,0.07540263543191801,0.002440214738897023,0.0846754514397267
"Census Tract 834, Arapahoe County, Colorado","6,236",08005008340,0.6624438742783836,0.15875561257216164,0.014271969211032713,0.07985888389993585,0.006093649775497113,0.07857601026298909
"Census Tract 835, Arapahoe County, Colorado","4,628",08005008350,0.5458081244598099,0.22212618841832324,0.012532411408815903,0.0972342264477096,0.0025929127052722557,0.11970613656006915
"Census Tract 836, Arapahoe County, Colorado","3,168",08005008360,0.7035984848484849,0.12436868686868686,0.012941919191919192,0.07575757575757576,0.0012626262626262627,0.08207070707070707
"Census Tract 837, Arapahoe County, Colorado","3,968",08005008370,0.7787298387096774,0.08266129032258064,0.008568548387096774,0.10357862903225806,0.0005040322580645161,0.025957661290322582
"Census Tract 838, Arapahoe County, Colorado","2,722",08005008380,0.6311535635562087,0.20940484937545922,0.005878030859662013,0.08890521675238795,0.0007347538574577516,0.0639235855988244
"Census Tract 839, Arapahoe County, Colorado","2,825",08005008390,0.7214159292035398,0.13486725663716814,0.008141592920353982,0.06938053097345133,0.00247787610619469,0.06371681415929203
"Census Tract 840, Arapahoe County, Colorado","2,041",08005008400,0.7403233708966193,0.0926016658500735,0.01910828025477707,0.060264576188143064,0.0,0.08770210681038706
"Census Tract 841, Arapahoe County, Colorado","4,021",08005008410,0.6605322059189256,0.18030340711265855,0.011937329022631187,0.055210146729669236,0.005471275802039294,0.0865456354140761
"Census Tract 842, Arapahoe County, Colorado","3,241",08005008420,0.6692378895402653,0.13452638074668313,0.023449552607219995,0.04103671706263499,0.000308546744831842,0.13144091329836471
"Census Tract 843, Arapahoe County, Colorado","3,007",08005008430,0.6847356168939142,0.15463917525773196,0.007648819421350183,0.06617891586298637,0.0019953441968739607,0.08480212836714333
"Census Tract 844, Arapahoe County, Colorado","2,677",08005008440,0.6503548748599178,0.13186402689577886,0.017183414269704895,0.05080313784086664,0.0022413149047441168,0.14755323122898767
"Census Tract 845, Arapahoe County, Colorado","2,480",08005008450,0.6314516129032258,0.16572580645161292,0.018951612903225806,0.05,0.004032258064516129,0.12983870967741937
"Census Tract 846, Arapahoe County, Colorado","4,732",08005008460,0.7210481825866442,0.11432797971259509,0.020710059171597635,0.06931530008453085,0.0031699070160608623,0.07142857142857142
"Census Tract 847, Arapahoe County, Colorado","4,182",08005008470,0.7379244380679101,0.11525585844093734,0.00980392156862745,0.06169296987087518,0.0009564801530368245,0.07436633189861311
"Census Tract 848, Arapahoe County, Colorado","3,056",08005008480,0.7797774869109948,0.09358638743455497,0.007198952879581152,0.07395287958115183,0.003599476439790576,0.041884816753926704
"Census Tract 849, Arapahoe County, Colorado","2,885",08005008490,0.7864818024263431,0.08492201039861352,0.0034662045060658577,0.10433275563258232,0.0027729636048526864,0.01802426343154246
"Census Tract 850, Arapahoe County, Colorado","2,403",08005008500,0.6462754889721182,0.09446525176862255,0.008322929671244279,0.1951727007906783,0.0020807324178110697,0.05368289637952559
"Census Tract 851, Arapahoe County, Colorado","6,063",08005008510,0.690087415470889,0.061190829622299193,0.0034636318654131617,0.227280224311397,0.0008246742536698004,0.01715322447633185
"Census Tract 852, Arapahoe County, Colorado","2,819",08005008520,0.820858460446967,0.02908832919474991,0.008158921603405462,0.12096488116353317,0.000709471443774388,0.02021993614757006
"Census Tract 853, Arapahoe County, Colorado","2,275",08005008530,0.7028571428571428,0.1054945054945055,0.006153846153846154,0.15428571428571428,0.002197802197802198,0.029010989010989013
"Census Tract 854, Arapahoe County, Colorado","3,913",08005008540,0.7784308714541273,0.09097878865320726,0.007411193457705086,0.08152312803475595,0.002300025555839509,0.03935599284436494
"Census Tract 855, Arapahoe County, Colorado","4,682",08005008550,0.8069201196070056,0.07432721059376335,0.0074754378470739,0.07710380179410509,0.0012815036309269544,0.03289192652712516
"Census Tract 856, Arapahoe County, Colorado","2,901",08005008560,0.7838676318510859,0.05687693898655636,0.001723543605653223,0.1413305756635643,0.0,0.016201309893140295
"Census Tract 857, Arapahoe County, Colorado","4,127",08005008570,0.7046280591228495,0.11339956384783136,0.0121153380179307,0.056457475163557064,0.004603828446813666,0.10879573540101768
"Census Tract 858, Arapahoe County, Colorado","1,495",08005008580,0.7230769230769231,0.1157190635451505,0.010702341137123745,0.06421404682274247,0.004013377926421404,0.0822742474916388
"Census Tract 859, Arapahoe County, Colorado","8,029",08005008590,0.6251089799476897,0.15693112467306017,0.006476522605554863,0.15842570681280357,0.00149458213974343,0.05156308382114834
"Census Tract 860.01, Arapahoe County, Colorado","3,447",08005086001,0.7380330722367275,0.10211778357992457,0.011024078909196402,0.10211778357992457,0.003191180736872643,0.04351610095735422
"Census Tract 860.02, Arapahoe County, Colorado","3,335",08005086002,0.6866566716641679,0.14332833583208396,0.007796101949025487,0.09715142428785607,0.003598200899550225,0.06146926536731634
"Census Tract 861, Arapahoe County, Colorado","4,378",08005008610,0.7469164001827319,0.09913202375513934,0.004339881224303335,0.08474189127455459,0.0011420740063956144,0.06372772955687528
"Census Tract 862, Arapahoe County, Colorado","5,674",08005008620,0.7352837504406062,0.087592527317589,0.007930912936200211,0.11913993655269652,0.0021149101163200562,0.04793796263658794
"Census Tract 863, Arapahoe County, Colorado","3,917",08005008630,0.696451365841205,0.09267296400306357,0.00970130201684963,0.1457748276742405,0.0033188664794485574,0.05208067398519275
"Census Tract 864, Arapahoe County, Colorado","1,858",08005008640,0.9025834230355221,0.02583423035522067,0.003767491926803014,0.053283100107642624,0.001076426264800861,0.013455328310010764
"Census Tract 865, Arapahoe County, Colorado","4,817",08005008650,0.7224413535395474,0.10338384886859041,0.006850736973219846,0.12248287315756695,0.0012455885405854266,0.043595598920489934
"Census Tract 866, Arapahoe County, Colorado","6,227",08005008660,0.846796210052995,0.0549221133772282,0.0056206841175525935,0.06648466356190783,0.0012847277982977357,0.024891601092018628
"Census Tract 867, Arapahoe County, Colorado","5,923",08005008670,0.8105689684281614,0.06297484382914063,0.0043896673982779,0.09370251561708594,0.00033766672294445384,0.028026338004389667
"Census Tract 868.01, Arapahoe County, Colorado","3,868",08005086801,0.5217166494312306,0.32730093071354704,0.012150982419855223,0.057911065149948295,0.0018097207859358842,0.07911065149948293
"Census Tract 868.02, Arapahoe County, Colorado","2,658",08005086802,0.4928517682468021,0.3291948833709556,0.0056433408577878106,0.10120391271632806,0.001128668171557562,0.06997742663656885
"Census Tract 869, Arapahoe County, Colorado","2,876",08005008690,0.4454102920723227,0.36439499304589706,0.014255910987482615,0.08136300417246176,0.0013908205841446453,0.09318497913769123
"Census Tract 870, Arapahoe County, Colorado","4,411",08005008700,0.48515075946497394,0.30763999093176153,0.012242121967807754,0.0729993198821129,0.000906823849467241,0.12106098390387668
"Census Tract 871, Arapahoe County, Colorado","2,284",08005008710,0.5770577933450087,0.2570052539404553,0.008756567425569177,0.053415061295971976,0.0013134851138353765,0.10245183887915937
"Census Tract 872, Arapahoe County, Colorado","4,227",08005008720,0.661935178613674,0.1741187603501301,0.006860657676839366,0.09297374024130589,0.0009462976105985332,0.0631653655074521
"Census Tract 873.01, Arapahoe County, Colorado","4,279",08005087301,0.5206824024304744,0.2540313157279738,0.02196774947417621,0.041598504323440054,0.0042065903248422526,0.15751343771909324
"Census Tract 873.02, Arapahoe County, Colorado","2,315",08005087302,0.665658747300216,0.15637149028077754,0.008639308855291577,0.04708423326133909,0.0,0.12224622030237581
"Census Tract 9800, Arapahoe County, Colorado",113,08005009800,0.7699115044247787,0.05309734513274336,0.0,0.07079646017699115,0.008849557522123894,0.09734513274336283
"Census Tract 1.02, Denver County, Colorado","3,173",08031001020,0.8937913646391428,0.007248660573589662,0.019539867633154743,0.017018594390167036,0.0,0.062401512763945795
"Census Tract 2.01, Denver County, Colorado","3,114",08031002010,0.6897880539499036,0.02119460500963391,0.038856775850995506,0.008670520231213872,0.0006422607578676942,0.24084778420038536
"Census Tract 2.02, Denver County, Colorado","3,328",08031002020,0.6739783653846154,0.08263221153846154,0.028846153846153848,0.018629807692307692,0.0009014423076923077,0.19501201923076922
"Census Tract 3.01, Denver County, Colorado","5,202",08031003010,0.8938869665513264,0.008842752787389465,0.011726259131103423,0.02172241445597847,0.0,0.06382160707420223
"Census Tract 3.02, Denver County, Colorado","3,958",08031003020,0.8971702880242547,0.01995957554320364,0.011874684183931278,0.022738756947953513,0.0007579585649317837,0.04749873673572511
"Census Tract 3.03, Denver County, Colorado","4,992",08031003030,0.9112580128205128,0.010016025641025642,0.01141826923076923,0.027243589743589744,0.0008012820512820513,0.03926282051282051
"Census Tract 4.01, Denver County, Colorado","2,764",08031004010,0.8201881331403763,0.02170767004341534,0.016642547033285094,0.019536903039073805,0.001085383502170767,0.12083936324167872
"Census Tract 4.03, Denver County, Colorado","3,243",08031004030,0.8735738513721862,0.01757631822386679,0.012950971322849213,0.021584952204748688,0.0003083564600678384,0.07400555041628122
"Census Tract 4.04, Denver County, Colorado","2,640",08031004040,0.8931818181818182,0.033712121212121214,0.007196969696969697,0.027651515151515153,0.0003787878787878788,0.03787878787878788
"Census Tract 5.01, Denver County, Colorado","1,818",08031005010,0.894939493949395,0.014301430143014302,0.0176017601760176,0.020902090209020903,0.00055005500550055,0.0517051705170517
"Census Tract 5.03, Denver County, Colorado","1,958",08031005030,0.7318692543411645,0.05056179775280899,0.03677221654749745,0.06384065372829417,0.0,0.11695607763023494
"Census Tract 5.04, Denver County, Colorado","3,189",08031005040,0.8629664471621198,0.02508623392913139,0.014111006585136407,0.03041705863907181,0.00031357792411414236,0.06710567576042646
"Census Tract 6, Denver County, Colorado","4,237",08031006000,0.852725985367005,0.02383762095822516,0.011092754307292896,0.03634647156006608,0.0014160962945480293,0.07458107151286288
"Census Tract 7.03, Denver County, Colorado","2,278",08031007030,0.7677787532923617,0.051360842844600525,0.016681299385425813,0.02151009657594381,0.0026338893766461808,0.14003511852502196
"Census Tract 7.04, Denver County, Colorado","2,297",08031007040,0.7274706138441446,0.05528950805398346,0.040487592511972134,0.025685676969960818,0.00130605137135394,0.1497605572485851
"Census Tract 7.05, Denver County, Colorado","2,570",08031007050,0.6856031128404669,0.1272373540856031,0.036575875486381325,0.029571984435797664,0.0015564202334630351,0.11945525291828794
"Census Tract 7.06, Denver County, Colorado","2,428",08031007060,0.6231466227347611,0.09472817133443164,0.03871499176276771,0.04983525535420099,0.004530477759472817,0.18904448105436572
"Census Tract 8, Denver County, Colorado",917,08031008000,0.302071973827699,0.3936750272628135,0.07197382769901854,0.04471101417666303,0.008724100327153763,0.17884405670665213
"Census Tract 9.02, Denver County, Colorado","4,061",08031009020,0.526225067717311,0.020684560453090372,0.043092834277271605,0.02265451859147993,0.002462447672986949,0.38488057128786013
"Census Tract 9.03, Denver County, Colorado","4,365",08031009030,0.5223367697594502,0.022222222222222223,0.045819014891179836,0.01695303550973654,0.0002290950744558992,0.3924398625429553
"Census Tract 9.04, Denver County, Colorado","3,738",08031009040,0.4844836811128946,0.05591225254146603,0.0527019796682718,0.015516318887105404,0.0005350454788657035,0.39085072231139645
"Census Tract 9.05, Denver County, Colorado","2,572",08031009050,0.5769828926905132,0.020995334370139968,0.052488335925349926,0.008942457231726283,0.0,0.3405909797822706
"Census Tract 10, Denver County, Colorado","2,735",08031001000,0.45886654478976235,0.06325411334552103,0.05082266910420475,0.0340036563071298,0.0010968921389396709,0.39195612431444243
"Census Tract 11.01, Denver County, Colorado","2,314",08031001101,0.6745894554883319,0.07605877268798616,0.028089887640449437,0.021175453759723423,0.001728608470181504,0.19835782195332757
"Census Tract 11.02, Denver County, Colorado","4,747",08031001102,0.875289656625237,0.021697914472298293,0.007583737097113966,0.03749736675795239,0.0006319780914261639,0.05729934695597219
"Census Tract 13.01, Denver County, Colorado","3,613",08031001301,0.5073346249654027,0.02048159424301135,0.04151674508718516,0.07611403265983947,0.0033213396069748133,0.3512316634375865
"Census Tract 13.02, Denver County, Colorado","2,970",08031001302,0.5255892255892256,0.019528619528619527,0.06026936026936027,0.024242424242424242,0.0016835016835016834,0.3686868686868687
"Census Tract 14.01, Denver County, Colorado","4,792",08031001401,0.4853923205342237,0.044657762938230386,0.038814691151919864,0.08117696160267111,0.0,0.3499582637729549
"Census Tract 14.02, Denver County, Colorado","3,175",08031001402,0.48220472440944884,0.05889763779527559,0.0478740157480315,0.07086614173228346,0.00031496062992125983,0.33984251968503937
"Census Tract 14.03, Denver County, Colorado","2,924",08031001403,0.820109439124487,0.04377564979480164,0.014705882352941176,0.027701778385772913,0.0013679890560875513,0.09233926128590972
"Census Tract 15, Denver County, Colorado","3,897",08031001500,0.5776238131896331,0.1077752117013087,0.03849114703618168,0.013856812933025405,0.0007698229407236335,0.2614831921991275
"Census Tract 16.01, Denver County, Colorado","2,711",08031001601,0.7864256731833272,0.08852821836960531,0.008115086683880487,0.033198081888601995,0.0,0.08373293987458502
"Census Tract 16.02, Denver County, Colorado","4,724",08031001602,0.8789161727349704,0.03640982218458933,0.006138865368331922,0.04043183742591024,0.0004233700254022015,0.03767993226079593
"Census Tract 16.03, Denver County, Colorado","5,972",08031001603,0.7990622906898861,0.10532484929671802,0.019256530475552577,0.02344273275284662,0.0031815137307434696,0.04973208305425318
"Census Tract 17.03, Denver County, Colorado","3,231",08031001703,0.924791086350975,0.01640359021974621,0.005261528938409161,0.0337356855462705,0.0009285051067780873,0.01887960383782111
"Census Tract 17.04, Denver County, Colorado","2,145",08031001704,0.8051282051282052,0.04568764568764569,0.009790209790209791,0.11048951048951049,0.0004662004662004662,0.02843822843822844
"Census Tract 17.05, Denver County, Colorado","4,038",08031001705,0.8776622090143635,0.02352649826646855,0.004210004952947003,0.052253590886577515,0.0007429420505200594,0.041604754829123326
"Census Tract 17.06, Denver County, Colorado","2,205",08031001706,0.8113378684807256,0.07981859410430839,0.015873015873015872,0.05170068027210884,0.0027210884353741495,0.03854875283446712
"Census Tract 17.07, Denver County, Colorado","2,252",08031001707,0.8374777975133215,0.04884547069271759,0.0066607460035523975,0.06394316163410302,0.0,0.043072824156305506
"Census Tract 18, Denver County, Colorado","2,863",08031001800,0.737338456164862,0.07020607754104087,0.02689486552567237,0.039119804400977995,0.0006985679357317499,0.12574222843171498
"Census Tract 19.01, Denver County, Colorado","3,318",08031001901,0.5738396624472574,0.18294153104279687,0.030440024110910187,0.03767329716696805,0.0027124773960217,0.1723930078360458
"Census Tract 20, Denver County, Colorado","3,758",08031002000,0.8020223523150612,0.11282597126130921,0.011708355508249068,0.03991484832357637,0.0010643959552953698,0.032464076636508785
"Census Tract 21.01, Denver County, Colorado","2,702",08031002101,0.8171724648408586,0.03367875647668394,0.01998519615099926,0.025906735751295335,0.001850481125092524,0.10140636565507032
"Census Tract 21.02, Denver County, Colorado","2,832",08031002102,0.8361581920903954,0.06038135593220339,0.011299435028248588,0.037076271186440676,0.0007062146892655367,0.054378531073446326
"Census Tract 23, Denver County, Colorado","4,453",08031002300,0.6707837412980013,0.21131821244105098,0.008982708286548395,0.01774084886593308,0.00022456770716370987,0.0909499214013025
"Census Tract 24.02, Denver County, Colorado","1,745",08031002402,0.7186246418338109,0.16045845272206305,0.008022922636103151,0.026934097421203437,0.0017191977077363897,0.08424068767908309
"Census Tract 24.04, Denver County, Colorado","1,254",08031002404,0.6889952153110048,0.16507177033492823,0.013556618819776715,0.03827751196172249,0.001594896331738437,0.09250398724082935
"Census Tract 24.05, Denver County, Colorado","4,001",08031002405,0.6740814796300925,0.20969757560609847,0.015746063484128967,0.034741314671332166,0.0007498125468632841,0.06498375406148463
"Census Tract 26.02, Denver County, Colorado","2,591",08031002602,0.8440756464685449,0.07487456580470861,0.011578541103820918,0.032419915090698574,0.0015438054805094559,0.03550752605171748
"Census Tract 26.03, Denver County, Colorado","2,919",08031002603,0.8561151079136691,0.0578965399109284,0.011305241521068859,0.040082219938335044,0.0,0.03460089071599863
"Census Tract 26.04, Denver County, Colorado","1,878",08031002604,0.7417465388711395,0.13045793397231098,0.0154419595314164,0.05218317358892439,0.003727369542066028,0.05644302449414271
"Census Tract 27.04, Denver County, Colorado","2,150",08031002704,0.8395348837209302,0.06325581395348837,0.020465116279069766,0.031162790697674417,0.0,0.045581395348837206
