"GEO_ID","NAME","B25024_001E","B25024_001EA","B25024_001M","B25024_001MA","B25024_002E","B25024_002EA","B25024_002M","B25024_002MA","B25024_003E","B25024_003M","B25024_003MA","B25024_003EA","B25024_004E","B25024_004M","B25024_004MA","B25024_004EA","B25024_005E","B25024_005EA","B25024_005M","B25024_005MA","B25024_006E","B25024_006EA","B25024_006M","B25024_006MA","B25024_007E","B25024_007M","B25024_007MA","B25024_007EA","B25024_008E","B25024_008M","B25024_008MA","B25024_008EA","B25024_009E","B25024_009M","B25024_009MA","B25024_009EA","B25024_010E","B25024_010EA","B25024_010M","B25024_010MA","B25024_011E","B25024_011EA","B25024_011M","B25024_011MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!1, detached","Annotation of Estimate!!Total:!!1, detached","Margin of Error!!Total:!!1, detached","Annotation of Margin of Error!!Total:!!1, detached","Estimate!!Total:!!1, attached","Margin of Error!!Total:!!1, attached","Annotation of Margin of Error!!Total:!!1, attached","Annotation of Estimate!!Total:!!1, attached","Estimate!!Total:!!2","Margin of Error!!Total:!!2","Annotation of Margin of Error!!Total:!!2","Annotation of Estimate!!Total:!!2","Estimate!!Total:!!3 or 4","Annotation of Estimate!!Total:!!3 or 4","Margin of Error!!Total:!!3 or 4","Annotation of Margin of Error!!Total:!!3 or 4","Estimate!!Total:!!5 to 9","Annotation of Estimate!!Total:!!5 to 9","Margin of Error!!Total:!!5 to 9","Annotation of Margin of Error!!Total:!!5 to 9","Estimate!!Total:!!10 to 19","Margin of Error!!Total:!!10 to 19","Annotation of Margin of Error!!Total:!!10 to 19","Annotation of Estimate!!Total:!!10 to 19","Estimate!!Total:!!20 to 49","Margin of Error!!Total:!!20 to 49","Annotation of Margin of Error!!Total:!!20 to 49","Annotation of Estimate!!Total:!!20 to 49","Estimate!!Total:!!50 or more","Margin of Error!!Total:!!50 or more","Annotation of Margin of Error!!Total:!!50 or more","Annotation of Estimate!!Total:!!50 or more","Estimate!!Total:!!Mobile home","Annotation of Estimate!!Total:!!Mobile home","Margin of Error!!Total:!!Mobile home","Annotation of Margin of Error!!Total:!!Mobile home","Estimate!!Total:!!Boat, RV, van, etc.","Annotation of Estimate!!Total:!!Boat, RV, van, etc.","Margin of Error!!Total:!!Boat, RV, van, etc.","Annotation of Margin of Error!!Total:!!Boat, RV, van, etc.",
"1400000US08001007801","Census Tract 78.01, Adams County, Colorado","1367","null","120","null","244","null","85","null","113","66","null","null","39","35","null","null","81","null","54","null","173","null","81","null","333","104","null","null","224","88","null","null","160","90","null","null","0","null","13","null","0","null","13","null",
"1400000US08001007802","Census Tract 78.02, Adams County, Colorado","1556","null","175","null","386","null","127","null","19","20","null","null","109","139","null","null","16","null","24","null","120","null","73","null","93","66","null","null","466","106","null","null","347","136","null","null","0","null","13","null","0","null","13","null",
"1400000US08001007900","Census Tract 79, Adams County, Colorado","2215","null","206","null","1220","null","208","null","70","51","null","null","104","93","null","null","69","null","56","null","217","null","106","null","292","133","null","null","180","97","null","null","50","47","null","null","13","null","24","null","0","null","18","null",
"1400000US08001008000","Census Tract 80, Adams County, Colorado","1932","null","155","null","1249","null","214","null","140","108","null","null","10","16","null","null","80","null","68","null","282","null","150","null","79","76","null","null","34","47","null","null","58","47","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008100","Census Tract 81, Adams County, Colorado","873","null","95","null","13","null","14","null","0","13","null","null","5","9","null","null","22","null","20","null","0","null","13","null","4","8","null","null","49","34","null","null","729","109","null","null","51","null","31","null","0","null","13","null",
"1400000US08001008200","Census Tract 82, Adams County, Colorado","1590","null","198","null","1545","null","200","null","13","21","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","32","36","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008308","Census Tract 83.08, Adams County, Colorado","1875","null","203","null","459","null","128","null","60","58","null","null","57","53","null","null","24","null","27","null","158","null","100","null","118","89","null","null","135","93","null","null","50","62","null","null","814","null","196","null","0","null","18","null",
"1400000US08001008309","Census Tract 83.09, Adams County, Colorado","1229","null","163","null","217","null","74","null","63","39","null","null","0","13","null","null","58","null","60","null","17","null","27","null","0","13","null","null","46","55","null","null","0","13","null","null","820","null","152","null","8","null","13","null",
"1400000US08001008354","Census Tract 83.54, Adams County, Colorado","1529","null","171","null","904","null","183","null","0","13","null","null","0","13","null","null","0","null","13","null","59","null","58","null","325","135","null","null","202","134","null","null","0","13","null","null","39","null","65","null","0","null","13","null",
"1400000US08001008355","Census Tract 83.55, Adams County, Colorado","1787","null","323","null","1726","null","330","null","53","40","null","null","8","14","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008401","Census Tract 84.01, Adams County, Colorado","2030","null","205","null","1598","null","199","null","42","31","null","null","0","18","null","null","0","null","18","null","33","null","36","null","0","18","null","null","42","35","null","null","0","18","null","null","280","null","108","null","35","null","54","null",
"1400000US08001008402","Census Tract 84.02, Adams County, Colorado","1719","null","162","null","1568","null","157","null","0","13","null","null","39","50","null","null","0","null","13","null","0","null","13","null","11","10","null","null","0","13","null","null","0","13","null","null","101","null","72","null","0","null","13","null",
"1400000US08001008505","Census Tract 85.05, Adams County, Colorado","2319","null","220","null","2060","null","266","null","37","57","null","null","0","18","null","null","63","null","55","null","0","null","18","null","37","43","null","null","122","115","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008506","Census Tract 85.06, Adams County, Colorado","2828","null","310","null","298","null","120","null","288","136","null","null","0","18","null","null","317","null","212","null","279","null","141","null","508","167","null","null","781","225","null","null","357","157","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008507","Census Tract 85.07, Adams County, Colorado","2145","null","367","null","2092","null","367","null","11","21","null","null","0","18","null","null","0","null","18","null","42","null","51","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008508","Census Tract 85.08, Adams County, Colorado","1919","null","207","null","1514","null","212","null","102","36","null","null","0","18","null","null","0","null","18","null","24","null","18","null","165","88","null","null","107","65","null","null","7","12","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008524","Census Tract 85.24, Adams County, Colorado","2918","null","293","null","2722","null","312","null","110","84","null","null","0","18","null","null","0","null","18","null","32","null","28","null","41","61","null","null","0","18","null","null","0","18","null","null","13","null","22","null","0","null","18","null",
"1400000US08001008526","Census Tract 85.26, Adams County, Colorado","2971","null","265","null","1683","null","235","null","298","117","null","null","0","18","null","null","277","null","173","null","134","null","83","null","257","150","null","null","219","158","null","null","103","107","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008533","Census Tract 85.33, Adams County, Colorado","3188","null","286","null","1310","null","318","null","761","228","null","null","66","79","null","null","237","null","143","null","150","null","131","null","252","121","null","null","160","104","null","null","252","114","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008534","Census Tract 85.34, Adams County, Colorado","1496","null","179","null","1496","null","179","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008535","Census Tract 85.35, Adams County, Colorado","1539","null","192","null","935","null","145","null","194","144","null","null","7","11","null","null","82","null","67","null","138","null","95","null","117","94","null","null","10","16","null","null","22","24","null","null","34","null","53","null","0","null","13","null",
"1400000US08001008536","Census Tract 85.36, Adams County, Colorado","1497","null","150","null","1347","null","135","null","104","67","null","null","8","13","null","null","22","null","33","null","0","null","13","null","5","8","null","null","11","17","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008538","Census Tract 85.38, Adams County, Colorado","3260","null","310","null","3116","null","333","null","35","36","null","null","0","20","null","null","0","null","20","null","45","null","51","null","0","20","null","null","0","20","null","null","37","50","null","null","27","null","43","null","0","null","20","null",
"1400000US08001008540","Census Tract 85.40, Adams County, Colorado","2910","null","272","null","2787","null","271","null","123","79","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008544","Census Tract 85.44, Adams County, Colorado","1787","null","122","null","1659","null","123","null","119","46","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","9","null","13","null","0","null","18","null",
"1400000US08001008545","Census Tract 85.45, Adams County, Colorado","2176","null","154","null","1903","null","163","null","204","85","null","null","35","39","null","null","0","null","18","null","20","null","30","null","14","20","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008546","Census Tract 85.46, Adams County, Colorado","1561","null","263","null","936","null","162","null","587","243","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","38","47","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008547","Census Tract 85.47, Adams County, Colorado","1179","null","159","null","916","null","157","null","58","55","null","null","0","13","null","null","16","null","17","null","66","null","65","null","100","72","null","null","18","30","null","null","5","7","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008548","Census Tract 85.48, Adams County, Colorado","588","null","65","null","250","null","61","null","286","59","null","null","0","13","null","null","18","null","26","null","34","null","27","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008549","Census Tract 85.49, Adams County, Colorado","1251","null","137","null","1130","null","137","null","115","48","null","null","0","13","null","null","0","null","13","null","6","null","10","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008550","Census Tract 85.50, Adams County, Colorado","2709","null","226","null","2368","null","235","null","135","59","null","null","0","18","null","null","29","null","37","null","164","null","75","null","0","18","null","null","13","21","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008551","Census Tract 85.51, Adams County, Colorado","564","null","89","null","550","null","89","null","0","13","null","null","6","10","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","8","null","13","null","0","null","13","null",
"1400000US08001008552","Census Tract 85.52, Adams County, Colorado","1654","null","168","null","1124","null","163","null","0","13","null","null","0","13","null","null","61","null","56","null","152","null","102","null","112","79","null","null","149","87","null","null","56","51","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008553","Census Tract 85.53, Adams County, Colorado","1756","null","194","null","1657","null","194","null","47","43","null","null","0","18","null","null","0","null","18","null","34","null","39","null","0","18","null","null","0","18","null","null","0","18","null","null","18","null","29","null","0","null","18","null",
"1400000US08001008554","Census Tract 85.54, Adams County, Colorado","1043","null","142","null","605","null","122","null","350","132","null","null","0","13","null","null","0","null","13","null","0","null","13","null","10","17","null","null","18","21","null","null","9","16","null","null","51","null","42","null","0","null","13","null",
"1400000US08001008555","Census Tract 85.55, Adams County, Colorado","2366","null","198","null","477","null","153","null","244","101","null","null","0","18","null","null","118","null","88","null","345","null","116","null","622","219","null","null","379","177","null","null","181","129","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008556","Census Tract 85.56, Adams County, Colorado","2315","null","397","null","2197","null","402","null","74","78","null","null","0","18","null","null","8","null","16","null","15","null","24","null","21","31","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008557","Census Tract 85.57, Adams County, Colorado","270","null","79","null","172","null","57","null","98","58","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008558","Census Tract 85.58, Adams County, Colorado","1201","null","257","null","1201","null","257","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008559","Census Tract 85.59, Adams County, Colorado","2543","null","246","null","1949","null","309","null","489","162","null","null","0","18","null","null","44","null","47","null","0","null","18","null","11","16","null","null","50","60","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008560","Census Tract 85.60, Adams County, Colorado","685","null","70","null","680","null","70","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","5","null","8","null","0","null","13","null",
"1400000US08001008561","Census Tract 85.61, Adams County, Colorado","1870","null","231","null","1670","null","212","null","182","57","null","null","9","14","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","9","null","15","null","0","null","13","null",
"1400000US08001008562","Census Tract 85.62, Adams County, Colorado","1620","null","112","null","1432","null","128","null","115","84","null","null","0","18","null","null","16","null","27","null","57","null","65","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008563","Census Tract 85.63, Adams County, Colorado","1503","null","246","null","1372","null","253","null","131","72","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008564","Census Tract 85.64, Adams County, Colorado","384","null","111","null","275","null","110","null","0","13","null","null","0","13","null","null","45","null","72","null","0","null","13","null","0","13","null","null","0","13","null","null","35","57","null","null","29","null","33","null","0","null","13","null",
"1400000US08001008565","Census Tract 85.65, Adams County, Colorado","2271","null","209","null","1550","null","216","null","107","92","null","null","0","18","null","null","56","null","67","null","156","null","104","null","114","151","null","null","12","19","null","null","27","32","null","null","249","null","114","null","0","null","18","null",
"1400000US08001008603","Census Tract 86.03, Adams County, Colorado","725","null","105","null","426","null","112","null","12","13","null","null","57","43","null","null","32","null","27","null","16","null","19","null","164","63","null","null","9","13","null","null","0","13","null","null","9","null","15","null","0","null","13","null",
"1400000US08001008604","Census Tract 86.04, Adams County, Colorado","1317","null","151","null","871","null","162","null","245","126","null","null","71","51","null","null","34","null","39","null","7","null","11","null","0","18","null","null","49","38","null","null","0","18","null","null","40","null","61","null","0","null","18","null",
"1400000US08001008605","Census Tract 86.05, Adams County, Colorado","1423","null","273","null","1188","null","279","null","18","23","null","null","0","13","null","null","38","null","40","null","15","null","17","null","28","37","null","null","96","67","null","null","40","39","null","null","0","null","13","null","0","null","13","null",
"1400000US08001008606","Census Tract 86.06, Adams County, Colorado","2597","null","360","null","1401","null","337","null","433","213","null","null","25","40","null","null","123","null","77","null","138","null","85","null","65","90","null","null","253","137","null","null","159","104","null","null","0","null","18","null","0","null","18","null",
"1400000US08001008705","Census Tract 87.05, Adams County, Colorado","1727","null","268","null","1358","null","252","null","66","59","null","null","23","24","null","null","0","null","18","null","7","null","11","null","20","33","null","null","0","18","null","null","0","18","null","null","253","null","139","null","0","null","18","null",
"1400000US08001008706","Census Tract 87.06, Adams County, Colorado","1998","null","285","null","1367","null","211","null","354","233","null","null","151","110","null","null","7","null","12","null","0","null","18","null","63","82","null","null","32","49","null","null","12","20","null","null","12","null","19","null","0","null","18","null",
"1400000US08001008709","Census Tract 87.09, Adams County, Colorado","2834","null","362","null","1719","null","363","null","183","161","null","null","39","57","null","null","82","null","81","null","149","null","116","null","328","158","null","null","100","85","null","null","157","79","null","null","62","null","76","null","15","null","24","null",
"1400000US08001008801","Census Tract 88.01, Adams County, Colorado","1544","null","149","null","1351","null","168","null","81","63","null","null","81","72","null","null","0","null","18","null","0","null","18","null","5","11","null","null","6","10","null","null","0","18","null","null","20","null","21","null","0","null","18","null",
"1400000US08001008802","Census Tract 88.02, Adams County, Colorado","1365","null","239","null","716","null","198","null","122","172","null","null","99","79","null","null","25","null","39","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","403","null","122","null","0","null","13","null",
"1400000US08001008901","Census Tract 89.01, Adams County, Colorado","800","null","170","null","719","null","172","null","26","24","null","null","13","18","null","null","19","null","29","null","5","null","9","null","18","23","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009001","Census Tract 90.01, Adams County, Colorado","1753","null","323","null","1214","null","326","null","120","51","null","null","0","13","null","null","32","null","32","null","73","null","62","null","149","73","null","null","101","73","null","null","64","61","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009003","Census Tract 90.03, Adams County, Colorado","1582","null","350","null","1378","null","343","null","116","128","null","null","0","13","null","null","22","null","28","null","66","null","56","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009004","Census Tract 90.04, Adams County, Colorado","2056","null","242","null","536","null","143","null","507","160","null","null","0","18","null","null","319","null","167","null","123","null","62","null","205","126","null","null","366","252","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009101","Census Tract 91.01, Adams County, Colorado","1584","null","206","null","1584","null","206","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009103","Census Tract 91.03, Adams County, Colorado","1265","null","144","null","272","null","113","null","43","30","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","13","15","null","null","937","null","126","null","0","null","13","null",
"1400000US08001009104","Census Tract 91.04, Adams County, Colorado","2087","null","218","null","1021","null","236","null","441","122","null","null","0","18","null","null","35","null","42","null","66","null","49","null","66","47","null","null","0","18","null","null","0","18","null","null","458","null","171","null","0","null","18","null",
"1400000US08001009202","Census Tract 92.02, Adams County, Colorado","1496","null","149","null","1333","null","160","null","0","13","null","null","0","13","null","null","16","null","24","null","21","null","29","null","61","53","null","null","24","30","null","null","19","30","null","null","22","null","36","null","0","null","13","null",
"1400000US08001009203","Census Tract 92.03, Adams County, Colorado","2136","null","366","null","128","null","53","null","0","18","null","null","0","18","null","null","60","null","55","null","700","null","363","null","750","172","null","null","449","120","null","null","49","48","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009204","Census Tract 92.04, Adams County, Colorado","2583","null","262","null","1563","null","242","null","214","87","null","null","0","18","null","null","32","null","46","null","240","null","122","null","314","146","null","null","185","162","null","null","35","42","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009206","Census Tract 92.06, Adams County, Colorado","1141","null","217","null","460","null","89","null","157","52","null","null","0","13","null","null","6","null","8","null","199","null","190","null","256","120","null","null","63","54","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009207","Census Tract 92.07, Adams County, Colorado","1545","null","118","null","937","null","138","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","294","124","null","null","238","116","null","null","76","66","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009304","Census Tract 93.04, Adams County, Colorado","2274","null","314","null","1167","null","198","null","219","105","null","null","21","34","null","null","263","null","204","null","41","null","41","null","291","159","null","null","109","91","null","null","163","269","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009306","Census Tract 93.06, Adams County, Colorado","1282","null","111","null","1226","null","122","null","10","16","null","null","0","13","null","null","40","null","49","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","6","null","11","null","0","null","13","null",
"1400000US08001009307","Census Tract 93.07, Adams County, Colorado","1302","null","153","null","956","null","161","null","17","31","null","null","6","10","null","null","41","null","55","null","16","null","26","null","105","65","null","null","120","60","null","null","41","51","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009308","Census Tract 93.08, Adams County, Colorado","1565","null","246","null","1111","null","188","null","16","25","null","null","0","13","null","null","32","null","50","null","0","null","13","null","54","61","null","null","352","176","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009309","Census Tract 93.09, Adams County, Colorado","1623","null","177","null","696","null","127","null","211","93","null","null","0","13","null","null","110","null","147","null","122","null","101","null","160","102","null","null","138","69","null","null","176","83","null","null","10","null","16","null","0","null","13","null",
"1400000US08001009310","Census Tract 93.10, Adams County, Colorado","1969","null","166","null","1315","null","159","null","60","61","null","null","0","18","null","null","61","null","64","null","42","null","35","null","403","173","null","null","88","89","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009316","Census Tract 93.16, Adams County, Colorado","2274","null","153","null","399","null","139","null","15","24","null","null","7","13","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","1853","null","203","null","0","null","18","null",
"1400000US08001009318","Census Tract 93.18, Adams County, Colorado","2626","null","301","null","322","null","164","null","380","161","null","null","57","68","null","null","491","null","217","null","338","null","166","null","377","196","null","null","127","65","null","null","230","206","null","null","304","null","158","null","0","null","18","null",
"1400000US08001009319","Census Tract 93.19, Adams County, Colorado","1026","null","150","null","285","null","69","null","6","9","null","null","7","10","null","null","43","null","37","null","29","null","46","null","81","67","null","null","41","39","null","null","16","24","null","null","518","null","116","null","0","null","13","null",
"1400000US08001009320","Census Tract 93.20, Adams County, Colorado","1448","null","198","null","84","null","61","null","152","72","null","null","0","13","null","null","24","null","35","null","42","null","37","null","518","124","null","null","208","88","null","null","126","148","null","null","294","null","101","null","0","null","13","null",
"1400000US08001009321","Census Tract 93.21, Adams County, Colorado","1513","null","159","null","386","null","92","null","0","13","null","null","0","13","null","null","20","null","25","null","120","null","69","null","324","108","null","null","14","22","null","null","139","90","null","null","510","null","128","null","0","null","13","null",
"1400000US08001009322","Census Tract 93.22, Adams County, Colorado","1709","null","240","null","384","null","118","null","369","108","null","null","0","18","null","null","10","null","16","null","98","null","71","null","81","50","null","null","19","20","null","null","0","18","null","null","748","null","246","null","0","null","18","null",
"1400000US08001009323","Census Tract 93.23, Adams County, Colorado","1499","null","147","null","663","null","113","null","121","52","null","null","2","4","null","null","23","null","18","null","179","null","78","null","213","96","null","null","249","117","null","null","49","50","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009325","Census Tract 93.25, Adams County, Colorado","2780","null","269","null","831","null","145","null","611","225","null","null","169","181","null","null","135","null","76","null","313","null","122","null","373","191","null","null","190","133","null","null","158","123","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009326","Census Tract 93.26, Adams County, Colorado","1261","null","223","null","812","null","208","null","161","92","null","null","0","13","null","null","33","null","28","null","113","null","60","null","78","61","null","null","38","32","null","null","18","21","null","null","8","null","13","null","0","null","13","null",
"1400000US08001009327","Census Tract 93.27, Adams County, Colorado","1723","null","274","null","1247","null","154","null","72","51","null","null","0","13","null","null","18","null","20","null","115","null","71","null","271","253","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009401","Census Tract 94.01, Adams County, Colorado","1757","null","134","null","1613","null","145","null","13","15","null","null","0","18","null","null","75","null","55","null","8","null","12","null","0","18","null","null","27","40","null","null","21","20","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009406","Census Tract 94.06, Adams County, Colorado","1723","null","166","null","1252","null","155","null","109","42","null","null","0","18","null","null","0","null","18","null","54","null","51","null","227","97","null","null","57","44","null","null","24","22","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009407","Census Tract 94.07, Adams County, Colorado","1841","null","168","null","1342","null","192","null","206","78","null","null","98","69","null","null","33","null","39","null","40","null","33","null","42","50","null","null","78","69","null","null","0","18","null","null","2","null","3","null","0","null","18","null",
"1400000US08001009408","Census Tract 94.08, Adams County, Colorado","2051","null","201","null","1258","null","203","null","403","113","null","null","16","26","null","null","66","null","51","null","203","null","92","null","55","42","null","null","33","41","null","null","17","26","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009409","Census Tract 94.09, Adams County, Colorado","2405","null","238","null","1662","null","226","null","393","103","null","null","0","18","null","null","11","null","22","null","38","null","39","null","123","103","null","null","80","70","null","null","98","68","null","null","0","null","18","null","0","null","18","null",
"1400000US08001009410","Census Tract 94.10, Adams County, Colorado","1253","null","120","null","1145","null","126","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","41","59","null","null","27","38","null","null","29","42","null","null","11","null","16","null","0","null","13","null",
"1400000US08001009411","Census Tract 94.11, Adams County, Colorado","1364","null","188","null","655","null","111","null","518","179","null","null","0","13","null","null","7","null","11","null","53","null","37","null","110","61","null","null","21","34","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009501","Census Tract 95.01, Adams County, Colorado","1157","null","117","null","726","null","134","null","24","35","null","null","0","13","null","null","36","null","49","null","39","null","36","null","46","50","null","null","195","118","null","null","91","85","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009502","Census Tract 95.02, Adams County, Colorado","1722","null","192","null","1547","null","190","null","117","58","null","null","0","13","null","null","15","null","22","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","43","null","46","null","0","null","13","null",
"1400000US08001009553","Census Tract 95.53, Adams County, Colorado","1316","null","261","null","982","null","272","null","22","34","null","null","0","13","null","null","44","null","40","null","31","null","36","null","60","71","null","null","177","83","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009603","Census Tract 96.03, Adams County, Colorado","2825","null","481","null","1154","null","211","null","162","90","null","null","72","72","null","null","255","null","250","null","519","null","337","null","230","136","null","null","227","141","null","null","178","109","null","null","28","null","52","null","0","null","18","null",
"1400000US08001009604","Census Tract 96.04, Adams County, Colorado","1914","null","115","null","896","null","123","null","239","87","null","null","9","13","null","null","158","null","81","null","224","null","107","null","113","71","null","null","54","37","null","null","207","90","null","null","14","null","21","null","0","null","13","null",
"1400000US08001009606","Census Tract 96.06, Adams County, Colorado","1269","null","197","null","685","null","165","null","148","102","null","null","0","13","null","null","12","null","20","null","33","null","51","null","111","68","null","null","221","121","null","null","59","47","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009607","Census Tract 96.07, Adams County, Colorado","1992","null","145","null","954","null","154","null","82","60","null","null","0","13","null","null","54","null","35","null","83","null","67","null","150","110","null","null","488","111","null","null","181","60","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009608","Census Tract 96.08, Adams County, Colorado","1322","null","149","null","996","null","134","null","189","85","null","null","0","13","null","null","36","null","39","null","42","null","32","null","52","41","null","null","0","13","null","null","7","12","null","null","0","null","13","null","0","null","13","null",
"1400000US08001009751","Census Tract 97.51, Adams County, Colorado","1602","null","280","null","449","null","111","null","73","35","null","null","26","43","null","null","52","null","35","null","0","null","13","null","11","16","null","null","33","30","null","null","168","127","null","null","790","null","288","null","0","null","13","null",
"1400000US08001009752","Census Tract 97.52, Adams County, Colorado","1024","null","111","null","813","null","121","null","37","30","null","null","4","6","null","null","61","null","41","null","74","null","43","null","8","20","null","null","12","21","null","null","0","13","null","null","15","null","18","null","0","null","13","null",
"1400000US08001015000","Census Tract 150, Adams County, Colorado","1209","null","154","null","313","null","100","null","0","13","null","null","0","13","null","null","0","null","13","null","2","null","12","null","0","13","null","null","0","13","null","null","6","11","null","null","888","null","159","null","0","null","13","null",
"1400000US08001060001","Census Tract 600.01, Adams County, Colorado","1111","null","147","null","396","null","87","null","14","22","null","null","0","13","null","null","17","null","27","null","38","null","37","null","145","137","null","null","170","100","null","null","331","113","null","null","0","null","13","null","0","null","13","null",
"1400000US08001060002","Census Tract 600.02, Adams County, Colorado","1198","null","129","null","1198","null","129","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08001060100","Census Tract 601, Adams County, Colorado","2732","null","292","null","2292","null","272","null","118","67","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","322","null","155","null","0","null","18","null",
"1400000US08001060200","Census Tract 602, Adams County, Colorado","2389","null","259","null","406","null","80","null","98","57","null","null","0","13","null","null","39","null","37","null","300","null","163","null","798","213","null","null","468","117","null","null","280","118","null","null","0","null","13","null","0","null","13","null",
"1400000US08001061200","Census Tract 612, Adams County, Colorado","1176","null","120","null","1166","null","119","null","6","10","null","null","0","13","null","null","0","null","13","null","0","null","13","null","4","12","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
