"GEO_ID","NAME","B25024_001E","B25024_001EA","B25024_001M","B25024_001MA","B25024_002E","B25024_002EA","B25024_002M","B25024_002MA","B25024_003E","B25024_003M","B25024_003MA","B25024_003EA","B25024_004E","B25024_004M","B25024_004MA","B25024_004EA","B25024_005E","B25024_005EA","B25024_005M","B25024_005MA","B25024_006E","B25024_006EA","B25024_006M","B25024_006MA","B25024_007E","B25024_007M","B25024_007MA","B25024_007EA","B25024_008E","B25024_008M","B25024_008MA","B25024_008EA","B25024_009E","B25024_009M","B25024_009MA","B25024_009EA","B25024_010E","B25024_010EA","B25024_010M","B25024_010MA","B25024_011E","B25024_011EA","B25024_011M","B25024_011MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!1, detached","Annotation of Estimate!!Total:!!1, detached","Margin of Error!!Total:!!1, detached","Annotation of Margin of Error!!Total:!!1, detached","Estimate!!Total:!!1, attached","Margin of Error!!Total:!!1, attached","Annotation of Margin of Error!!Total:!!1, attached","Annotation of Estimate!!Total:!!1, attached","Estimate!!Total:!!2","Margin of Error!!Total:!!2","Annotation of Margin of Error!!Total:!!2","Annotation of Estimate!!Total:!!2","Estimate!!Total:!!3 or 4","Annotation of Estimate!!Total:!!3 or 4","Margin of Error!!Total:!!3 or 4","Annotation of Margin of Error!!Total:!!3 or 4","Estimate!!Total:!!5 to 9","Annotation of Estimate!!Total:!!5 to 9","Margin of Error!!Total:!!5 to 9","Annotation of Margin of Error!!Total:!!5 to 9","Estimate!!Total:!!10 to 19","Margin of Error!!Total:!!10 to 19","Annotation of Margin of Error!!Total:!!10 to 19","Annotation of Estimate!!Total:!!10 to 19","Estimate!!Total:!!20 to 49","Margin of Error!!Total:!!20 to 49","Annotation of Margin of Error!!Total:!!20 to 49","Annotation of Estimate!!Total:!!20 to 49","Estimate!!Total:!!50 or more","Margin of Error!!Total:!!50 or more","Annotation of Margin of Error!!Total:!!50 or more","Annotation of Estimate!!Total:!!50 or more","Estimate!!Total:!!Mobile home","Annotation of Estimate!!Total:!!Mobile home","Margin of Error!!Total:!!Mobile home","Annotation of Margin of Error!!Total:!!Mobile home","Estimate!!Total:!!Boat, RV, van, etc.","Annotation of Estimate!!Total:!!Boat, RV, van, etc.","Margin of Error!!Total:!!Boat, RV, van, etc.","Annotation of Margin of Error!!Total:!!Boat, RV, van, etc.",
"1400000US08005006300","Census Tract 63, Arapahoe County, Colorado","1191","null","143","null","1142","null","144","null","9","15","null","null","9","14","null","null","22","null","28","null","0","null","13","null","9","15","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006400","Census Tract 64, Arapahoe County, Colorado","1497","null","229","null","812","null","113","null","52","51","null","null","23","24","null","null","13","null","20","null","23","null","20","null","109","73","null","null","144","109","null","null","321","203","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006501","Census Tract 65.01, Arapahoe County, Colorado","1408","null","160","null","63","null","51","null","33","28","null","null","0","13","null","null","34","null","29","null","35","null","29","null","341","144","null","null","635","159","null","null","267","79","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006502","Census Tract 65.02, Arapahoe County, Colorado","1733","null","246","null","1088","null","224","null","158","124","null","null","27","24","null","null","18","null","20","null","19","null","16","null","109","83","null","null","100","55","null","null","182","68","null","null","11","null","13","null","21","null","34","null",
"1400000US08005006601","Census Tract 66.01, Arapahoe County, Colorado","2789","null","309","null","835","null","190","null","94","59","null","null","47","55","null","null","59","null","64","null","518","null","181","null","599","256","null","null","514","233","null","null","123","82","null","null","0","null","18","null","0","null","18","null",
"1400000US08005006603","Census Tract 66.03, Arapahoe County, Colorado","1276","null","99","null","946","null","100","null","43","26","null","null","7","11","null","null","0","null","13","null","61","null","49","null","6","11","null","null","0","13","null","null","213","63","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006604","Census Tract 66.04, Arapahoe County, Colorado","1916","null","177","null","892","null","176","null","20","13","null","null","0","13","null","null","0","null","13","null","22","null","30","null","226","104","null","null","247","147","null","null","509","153","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006704","Census Tract 67.04, Arapahoe County, Colorado","1607","null","116","null","1607","null","116","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006705","Census Tract 67.05, Arapahoe County, Colorado","729","null","79","null","729","null","79","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006706","Census Tract 67.06, Arapahoe County, Colorado","2293","null","207","null","1152","null","174","null","611","108","null","null","0","18","null","null","32","null","48","null","48","null","42","null","186","76","null","null","236","109","null","null","28","32","null","null","0","null","18","null","0","null","18","null",
"1400000US08005006707","Census Tract 67.07, Arapahoe County, Colorado","1947","null","205","null","1466","null","122","null","22","23","null","null","0","13","null","null","74","null","95","null","269","null","142","null","116","52","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006708","Census Tract 67.08, Arapahoe County, Colorado","2070","null","158","null","1453","null","154","null","298","65","null","null","0","18","null","null","98","null","58","null","140","null","97","null","52","52","null","null","9","14","null","null","20","31","null","null","0","null","18","null","0","null","18","null",
"1400000US08005006709","Census Tract 67.09, Arapahoe County, Colorado","2351","null","201","null","1589","null","199","null","397","104","null","null","0","18","null","null","14","null","23","null","0","null","18","null","34","56","null","null","15","23","null","null","302","113","null","null","0","null","18","null","0","null","18","null",
"1400000US08005006711","Census Tract 67.11, Arapahoe County, Colorado","1510","null","180","null","1449","null","187","null","0","13","null","null","0","13","null","null","24","null","35","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","37","null","52","null","0","null","13","null",
"1400000US08005006712","Census Tract 67.12, Arapahoe County, Colorado","614","null","91","null","335","null","80","null","2","3","null","null","0","13","null","null","0","null","13","null","0","null","13","null","22","27","null","null","6","9","null","null","249","49","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006713","Census Tract 67.13, Arapahoe County, Colorado","1094","null","168","null","14","null","16","null","12","13","null","null","32","29","null","null","43","null","28","null","192","null","62","null","168","49","null","null","125","68","null","null","508","177","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006808","Census Tract 68.08, Arapahoe County, Colorado","1907","null","176","null","1853","null","183","null","54","31","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08005006815","Census Tract 68.15, Arapahoe County, Colorado","2063","null","210","null","744","null","124","null","72","47","null","null","0","13","null","null","57","null","50","null","316","null","121","null","299","124","null","null","185","88","null","null","390","152","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006854","Census Tract 68.54, Arapahoe County, Colorado","1372","null","129","null","372","null","83","null","195","58","null","null","68","52","null","null","54","null","42","null","151","null","68","null","190","80","null","null","246","128","null","null","96","43","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006857","Census Tract 68.57, Arapahoe County, Colorado","890","null","84","null","700","null","81","null","37","32","null","null","0","13","null","null","7","null","10","null","10","null","10","null","105","56","null","null","5","8","null","null","22","28","null","null","4","null","6","null","0","null","13","null",
"1400000US08005006859","Census Tract 68.59, Arapahoe County, Colorado","2004","null","200","null","112","null","46","null","12","20","null","null","0","13","null","null","67","null","79","null","301","null","213","null","265","135","null","null","273","126","null","null","974","193","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006860","Census Tract 68.60, Arapahoe County, Colorado","990","null","135","null","54","null","43","null","384","169","null","null","0","13","null","null","90","null","44","null","135","null","97","null","210","106","null","null","0","13","null","null","105","68","null","null","12","null","21","null","0","null","13","null",
"1400000US08005006861","Census Tract 68.61, Arapahoe County, Colorado","1460","null","156","null","988","null","106","null","195","126","null","null","0","13","null","null","19","null","31","null","37","null","40","null","79","45","null","null","118","68","null","null","24","22","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006862","Census Tract 68.62, Arapahoe County, Colorado","646","null","83","null","401","null","88","null","245","86","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005006863","Census Tract 68.63, Arapahoe County, Colorado","2567","null","206","null","532","null","180","null","517","195","null","null","11","19","null","null","0","null","18","null","219","null","107","null","375","154","null","null","626","241","null","null","282","175","null","null","5","null","7","null","0","null","18","null",
"1400000US08005006864","Census Tract 68.64, Arapahoe County, Colorado","1539","null","222","null","14","null","29","null","181","107","null","null","0","13","null","null","12","null","21","null","24","null","30","null","67","56","null","null","754","247","null","null","487","156","null","null","0","null","13","null","0","null","13","null",
"1400000US08005007101","Census Tract 71.01, Arapahoe County, Colorado","2145","null","207","null","1797","null","215","null","21","21","null","null","6","9","null","null","29","null","25","null","10","null","16","null","11","20","null","null","0","18","null","null","0","18","null","null","271","null","133","null","0","null","18","null",
"1400000US08005007103","Census Tract 71.03, Arapahoe County, Colorado","582","null","70","null","572","null","70","null","6","10","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","4","null","6","null","0","null","13","null",
"1400000US08005007106","Census Tract 71.06, Arapahoe County, Colorado","2002","null","202","null","1885","null","199","null","109","48","null","null","8","12","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08005007108","Census Tract 71.08, Arapahoe County, Colorado","917","null","125","null","569","null","89","null","329","113","null","null","0","13","null","null","9","null","15","null","10","null","16","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005007109","Census Tract 71.09, Arapahoe County, Colorado","748","null","104","null","659","null","108","null","84","41","null","null","0","13","null","null","0","null","13","null","5","null","8","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005007110","Census Tract 71.10, Arapahoe County, Colorado","2223","null","289","null","2124","null","287","null","12","20","null","null","0","18","null","null","10","null","15","null","47","null","29","null","0","18","null","null","0","18","null","null","0","18","null","null","30","null","43","null","0","null","18","null",
"1400000US08005007111","Census Tract 71.11, Arapahoe County, Colorado","646","null","173","null","292","null","132","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","98","134","null","null","0","13","null","null","256","null","88","null","0","null","13","null",
"1400000US08005007112","Census Tract 71.12, Arapahoe County, Colorado","2652","null","352","null","1677","null","401","null","205","128","null","null","14","22","null","null","24","null","38","null","128","null","106","null","394","149","null","null","179","117","null","null","17","21","null","null","0","null","18","null","14","null","22","null",
"1400000US08005007113","Census Tract 71.13, Arapahoe County, Colorado","1928","null","217","null","1928","null","217","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08005007201","Census Tract 72.01, Arapahoe County, Colorado","1491","null","204","null","635","null","88","null","8","13","null","null","0","13","null","null","47","null","45","null","49","null","32","null","204","67","null","null","171","95","null","null","377","186","null","null","0","null","13","null","0","null","13","null",
"1400000US08005007202","Census Tract 72.02, Arapahoe County, Colorado","1360","null","144","null","768","null","148","null","43","36","null","null","78","71","null","null","101","null","55","null","37","null","43","null","230","79","null","null","85","65","null","null","18","24","null","null","0","null","13","null","0","null","13","null",
"1400000US08005007301","Census Tract 73.01, Arapahoe County, Colorado","1340","null","142","null","359","null","87","null","41","25","null","null","6","10","null","null","31","null","24","null","57","null","28","null","348","93","null","null","218","75","null","null","280","87","null","null","0","null","13","null","0","null","13","null",
"1400000US08005007302","Census Tract 73.02, Arapahoe County, Colorado","2067","null","165","null","468","null","125","null","223","78","null","null","74","60","null","null","162","null","71","null","213","null","76","null","493","144","null","null","188","92","null","null","219","83","null","null","27","null","41","null","0","null","18","null",
"1400000US08005007400","Census Tract 74, Arapahoe County, Colorado","1619","null","143","null","1525","null","170","null","51","49","null","null","0","18","null","null","8","null","15","null","0","null","18","null","0","18","null","null","24","38","null","null","4","7","null","null","7","null","11","null","0","null","18","null",
"1400000US08005007500","Census Tract 75, Arapahoe County, Colorado","844","null","105","null","820","null","109","null","21","25","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","3","null","7","null","0","null","13","null",
"1400000US08005007600","Census Tract 76, Arapahoe County, Colorado","1428","null","165","null","863","null","159","null","0","13","null","null","25","29","null","null","41","null","37","null","19","null","31","null","184","84","null","null","193","140","null","null","103","90","null","null","0","null","13","null","0","null","13","null",
"1400000US08005007702","Census Tract 77.02, Arapahoe County, Colorado","1540","null","112","null","816","null","132","null","200","90","null","null","0","13","null","null","14","null","23","null","80","null","65","null","333","163","null","null","57","88","null","null","35","54","null","null","5","null","8","null","0","null","13","null",
"1400000US08005007703","Census Tract 77.03, Arapahoe County, Colorado","1922","null","222","null","914","null","152","null","232","91","null","null","50","53","null","null","32","null","46","null","191","null","170","null","311","157","null","null","127","91","null","null","58","38","null","null","7","null","13","null","0","null","18","null",
"1400000US08005007704","Census Tract 77.04, Arapahoe County, Colorado","2129","null","210","null","38","null","34","null","882","147","null","null","0","18","null","null","194","null","115","null","349","null","133","null","361","91","null","null","285","110","null","null","20","23","null","null","0","null","18","null","0","null","18","null",
"1400000US08005015100","Census Tract 151, Arapahoe County, Colorado","1027","null","86","null","987","null","87","null","40","22","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005080000","Census Tract 800, Arapahoe County, Colorado","1646","null","343","null","749","null","149","null","36","30","null","null","0","13","null","null","10","null","15","null","0","null","13","null","200","250","null","null","423","223","null","null","228","95","null","null","0","null","13","null","0","null","13","null",
"1400000US08005080100","Census Tract 801, Arapahoe County, Colorado","1915","null","178","null","803","null","179","null","316","92","null","null","33","31","null","null","13","null","16","null","0","null","13","null","109","71","null","null","90","73","null","null","546","120","null","null","5","null","9","null","0","null","13","null",
"1400000US08005080200","Census Tract 802, Arapahoe County, Colorado","2313","null","199","null","1548","null","201","null","52","43","null","null","0","18","null","null","0","null","18","null","75","null","63","null","309","109","null","null","159","81","null","null","170","69","null","null","0","null","18","null","0","null","18","null",
"1400000US08005080300","Census Tract 803, Arapahoe County, Colorado","2343","null","214","null","1346","null","176","null","337","185","null","null","0","18","null","null","311","null","157","null","34","null","33","null","189","158","null","null","119","99","null","null","0","18","null","null","7","null","13","null","0","null","18","null",
"1400000US08005080400","Census Tract 804, Arapahoe County, Colorado","2078","null","191","null","916","null","128","null","685","107","null","null","0","13","null","null","167","null","148","null","114","null","108","null","133","71","null","null","39","43","null","null","24","27","null","null","0","null","13","null","0","null","13","null",
"1400000US08005080500","Census Tract 805, Arapahoe County, Colorado","1878","null","184","null","456","null","101","null","786","149","null","null","27","42","null","null","152","null","102","null","100","null","70","null","47","42","null","null","169","73","null","null","141","68","null","null","0","null","13","null","0","null","13","null",
"1400000US08005080600","Census Tract 806, Arapahoe County, Colorado","1973","null","165","null","78","null","60","null","582","111","null","null","82","70","null","null","228","null","129","null","539","null","135","null","311","130","null","null","25","31","null","null","128","50","null","null","0","null","13","null","0","null","13","null",
"1400000US08005080700","Census Tract 807, Arapahoe County, Colorado","2113","null","182","null","1282","null","180","null","395","110","null","null","0","18","null","null","268","null","120","null","22","null","22","null","118","67","null","null","0","18","null","null","23","26","null","null","5","null","14","null","0","null","18","null",
"1400000US08005080800","Census Tract 808, Arapahoe County, Colorado","1144","null","111","null","415","null","82","null","144","63","null","null","6","8","null","null","42","null","27","null","171","null","102","null","67","48","null","null","114","61","null","null","185","68","null","null","0","null","13","null","0","null","13","null",
"1400000US08005080900","Census Tract 809, Arapahoe County, Colorado","1345","null","214","null","1234","null","221","null","48","54","null","null","42","52","null","null","9","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","12","null","18","null","0","null","13","null",
"1400000US08005081001","Census Tract 810.01, Arapahoe County, Colorado","1109","null","205","null","126","null","138","null","0","13","null","null","0","13","null","null","45","null","56","null","88","null","73","null","358","119","null","null","355","133","null","null","137","135","null","null","0","null","13","null","0","null","13","null",
"1400000US08005081002","Census Tract 810.02, Arapahoe County, Colorado","1522","null","248","null","257","null","87","null","227","103","null","null","0","13","null","null","157","null","107","null","389","null","243","null","244","129","null","null","202","112","null","null","46","52","null","null","0","null","13","null","0","null","13","null",
"1400000US08005081101","Census Tract 811.01, Arapahoe County, Colorado","1547","null","176","null","224","null","58","null","0","13","null","null","51","87","null","null","126","null","101","null","146","null","93","null","593","169","null","null","244","141","null","null","120","70","null","null","43","null","70","null","0","null","13","null",
"1400000US08005081102","Census Tract 811.02, Arapahoe County, Colorado","1165","null","172","null","17","null","27","null","287","151","null","null","0","13","null","null","0","null","13","null","83","null","57","null","395","142","null","null","260","125","null","null","123","70","null","null","0","null","13","null","0","null","13","null",
"1400000US08005081200","Census Tract 812, Arapahoe County, Colorado","1976","null","163","null","334","null","122","null","932","193","null","null","27","36","null","null","110","null","60","null","331","null","135","null","118","67","null","null","88","57","null","null","17","21","null","null","19","null","23","null","0","null","18","null",
"1400000US08005081300","Census Tract 813, Arapahoe County, Colorado","1079","null","179","null","580","null","169","null","193","82","null","null","0","13","null","null","63","null","52","null","165","null","82","null","3","5","null","null","75","73","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005081400","Census Tract 814, Arapahoe County, Colorado","1954","null","140","null","1105","null","124","null","128","46","null","null","0","13","null","null","41","null","33","null","130","null","56","null","54","56","null","null","33","30","null","null","463","123","null","null","0","null","13","null","0","null","13","null",
"1400000US08005081500","Census Tract 815, Arapahoe County, Colorado","2323","null","180","null","124","null","100","null","307","90","null","null","0","13","null","null","0","null","13","null","60","null","51","null","165","90","null","null","598","179","null","null","1069","160","null","null","0","null","13","null","0","null","13","null",
"1400000US08005081600","Census Tract 816, Arapahoe County, Colorado","1901","null","247","null","1461","null","241","null","0","18","null","null","0","18","null","null","16","null","25","null","118","null","71","null","0","18","null","null","37","44","null","null","247","82","null","null","22","null","32","null","0","null","18","null",
"1400000US08005081700","Census Tract 817, Arapahoe County, Colorado","988","null","89","null","974","null","91","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","14","20","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005081800","Census Tract 818, Arapahoe County, Colorado","1740","null","211","null","869","null","199","null","209","95","null","null","0","18","null","null","12","null","20","null","31","null","49","null","180","96","null","null","111","88","null","null","11","18","null","null","317","null","114","null","0","null","18","null",
"1400000US08005081900","Census Tract 819, Arapahoe County, Colorado","2510","null","269","null","1412","null","295","null","162","141","null","null","33","56","null","null","99","null","94","null","0","null","18","null","225","191","null","null","422","162","null","null","125","93","null","null","32","null","31","null","0","null","18","null",
"1400000US08005082000","Census Tract 820, Arapahoe County, Colorado","1983","null","193","null","58","null","54","null","142","63","null","null","42","48","null","null","127","null","80","null","217","null","86","null","653","158","null","null","656","200","null","null","88","86","null","null","0","null","13","null","0","null","13","null",
"1400000US08005082100","Census Tract 821, Arapahoe County, Colorado","2735","null","291","null","1379","null","311","null","146","75","null","null","0","18","null","null","227","null","141","null","381","null","144","null","559","189","null","null","43","34","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08005082200","Census Tract 822, Arapahoe County, Colorado","2418","null","314","null","1308","null","318","null","539","242","null","null","0","18","null","null","97","null","115","null","261","null","156","null","138","116","null","null","26","64","null","null","49","76","null","null","0","null","18","null","0","null","18","null",
"1400000US08005082300","Census Tract 823, Arapahoe County, Colorado","1468","null","186","null","687","null","190","null","335","104","null","null","0","13","null","null","45","null","41","null","121","null","68","null","116","68","null","null","139","71","null","null","25","28","null","null","0","null","13","null","0","null","13","null",
"1400000US08005082400","Census Tract 824, Arapahoe County, Colorado","1569","null","168","null","1009","null","122","null","0","13","null","null","0","13","null","null","88","null","64","null","266","null","132","null","74","55","null","null","123","69","null","null","9","15","null","null","0","null","13","null","0","null","13","null",
"1400000US08005082500","Census Tract 825, Arapahoe County, Colorado","827","null","100","null","821","null","101","null","6","8","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005082600","Census Tract 826, Arapahoe County, Colorado","2659","null","335","null","850","null","236","null","297","135","null","null","0","18","null","null","289","null","190","null","369","null","190","null","560","249","null","null","190","127","null","null","48","46","null","null","56","null","82","null","0","null","18","null",
"1400000US08005082700","Census Tract 827, Arapahoe County, Colorado","1256","null","193","null","1096","null","215","null","127","60","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","33","null","46","null","0","null","13","null",
"1400000US08005082800","Census Tract 828, Arapahoe County, Colorado","1841","null","156","null","1292","null","177","null","350","123","null","null","0","18","null","null","67","null","49","null","75","null","60","null","11","17","null","null","0","18","null","null","0","18","null","null","29","null","49","null","17","null","27","null",
"1400000US08005082900","Census Tract 829, Arapahoe County, Colorado","1692","null","119","null","1278","null","126","null","186","71","null","null","0","13","null","null","77","null","54","null","52","null","39","null","62","62","null","null","17","20","null","null","0","13","null","null","20","null","32","null","0","null","13","null",
"1400000US08005083000","Census Tract 830, Arapahoe County, Colorado","1328","null","172","null","1323","null","173","null","5","10","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005083100","Census Tract 831, Arapahoe County, Colorado","2881","null","304","null","1875","null","284","null","132","77","null","null","49","76","null","null","38","null","42","null","163","null","109","null","376","182","null","null","248","126","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08005083201","Census Tract 832.01, Arapahoe County, Colorado","1823","null","237","null","1744","null","213","null","66","97","null","null","0","18","null","null","0","null","18","null","0","null","18","null","13","21","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08005083202","Census Tract 832.02, Arapahoe County, Colorado","970","null","118","null","845","null","120","null","55","55","null","null","11","18","null","null","44","null","64","null","15","null","27","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005083300","Census Tract 833, Arapahoe County, Colorado","1943","null","228","null","1355","null","252","null","358","101","null","null","0","13","null","null","0","null","13","null","73","null","44","null","132","69","null","null","0","13","null","null","25","37","null","null","0","null","13","null","0","null","13","null",
"1400000US08005083400","Census Tract 834, Arapahoe County, Colorado","2245","null","235","null","2174","null","241","null","71","59","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null",
"1400000US08005083500","Census Tract 835, Arapahoe County, Colorado","2192","null","152","null","1206","null","144","null","122","84","null","null","12","19","null","null","49","null","48","null","204","null","104","null","355","126","null","null","113","65","null","null","122","87","null","null","9","null","14","null","0","null","18","null",
"1400000US08005083600","Census Tract 836, Arapahoe County, Colorado","1872","null","221","null","305","null","111","null","757","139","null","null","0","13","null","null","71","null","51","null","443","null","193","null","262","81","null","null","14","17","null","null","20","30","null","null","0","null","13","null","0","null","13","null",
"1400000US08005083700","Census Tract 837, Arapahoe County, Colorado","1533","null","136","null","1003","null","106","null","333","108","null","null","7","12","null","null","44","null","54","null","23","null","24","null","65","62","null","null","0","13","null","null","58","38","null","null","0","null","13","null","0","null","13","null",
"1400000US08005083800","Census Tract 838, Arapahoe County, Colorado","1303","null","200","null","436","null","128","null","615","154","null","null","0","13","null","null","37","null","55","null","61","null","47","null","138","68","null","null","0","13","null","null","16","21","null","null","0","null","13","null","0","null","13","null",
"1400000US08005083900","Census Tract 839, Arapahoe County, Colorado","1695","null","189","null","292","null","85","null","431","136","null","null","26","34","null","null","109","null","74","null","437","null","135","null","244","93","null","null","55","43","null","null","101","62","null","null","0","null","13","null","0","null","13","null",
"1400000US08005084000","Census Tract 840, Arapahoe County, Colorado","844","null","115","null","844","null","115","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005084100","Census Tract 841, Arapahoe County, Colorado","1459","null","92","null","1033","null","116","null","132","74","null","null","0","13","null","null","46","null","43","null","120","null","69","null","119","66","null","null","9","14","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005084200","Census Tract 842, Arapahoe County, Colorado","1425","null","186","null","1009","null","166","null","179","132","null","null","0","13","null","null","2","null","6","null","5","null","11","null","126","82","null","null","54","77","null","null","45","51","null","null","5","null","11","null","0","null","13","null",
"1400000US08005084300","Census Tract 843, Arapahoe County, Colorado","1338","null","238","null","1183","null","244","null","140","49","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","15","null","23","null","0","null","13","null",
"1400000US08005084400","Census Tract 844, Arapahoe County, Colorado","1119","null","165","null","1110","null","164","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","9","14","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005084500","Census Tract 845, Arapahoe County, Colorado","1343","null","207","null","509","null","185","null","28","31","null","null","0","13","null","null","14","null","22","null","102","null","63","null","350","111","null","null","298","135","null","null","42","32","null","null","0","null","13","null","0","null","13","null",
"1400000US08005084600","Census Tract 846, Arapahoe County, Colorado","2063","null","161","null","1109","null","133","null","271","112","null","null","15","17","null","null","119","null","55","null","258","null","132","null","191","86","null","null","15","20","null","null","85","64","null","null","0","null","18","null","0","null","18","null",
"1400000US08005084700","Census Tract 847, Arapahoe County, Colorado","1806","null","194","null","1371","null","196","null","362","98","null","null","0","13","null","null","24","null","22","null","31","null","28","null","0","13","null","null","0","13","null","null","0","13","null","null","18","null","24","null","0","null","13","null",
"1400000US08005084800","Census Tract 848, Arapahoe County, Colorado","1208","null","138","null","1173","null","140","null","35","24","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
"1400000US08005084900","Census Tract 849, Arapahoe County, Colorado","1088","null","114","null","1006","null","126","null","41","21","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","41","null","50","null","0","null","13","null",
"1400000US08005085000","Census Tract 850, Arapahoe County, Colorado","995","null","119","null","582","null","75","null","0","13","null","null","0","13","null","null","0","null","13","null","91","null","49","null","111","63","null","null","183","113","null","null","28","19","null","null","0","null","13","null","0","null","13","null",
"1400000US08005085100","Census Tract 851, Arapahoe County, Colorado","1964","null","140","null","1949","null","144","null","0","18","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","15","null","24","null","0","null","18","null",
"1400000US08005085200","Census Tract 852, Arapahoe County, Colorado","1076","null","119","null","938","null","110","null","116","65","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","22","20","null","null","0","null","13","null","0","null","13","null",
"1400000US08005085300","Census Tract 853, Arapahoe County, Colorado","1115","null","125","null","574","null","117","null","151","50","null","null","4","6","null","null","41","null","30","null","152","null","69","null","131","55","null","null","35","39","null","null","27","21","null","null","0","null","13","null","0","null","13","null",
"1400000US08005085400","Census Tract 854, Arapahoe County, Colorado","1487","null","235","null","1477","null","236","null","10","16","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null",
