,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total,race_total_count,white_alone_percentage_total,black_or_african_american_alone_percentage_total,american_indian_and_alaska_native_alone_percentage_total,asian_alone_percentage_total,native_hawaiian_and_other_pacific_islander_alone_percentage_total,some_other_race_alone_percentage_total,home_own_rent_total,owner_occupied_percentage_total,renter_occupied_percentage_total,less_than_10000_standardized,10000_to_14999_standardized,15000_to_19999_standardized,20000_to_24999_standardized,25000_to_29999_standardized,30000_to_34999_standardized,35000_to_39999_standardized,40000_to_44999_standardized,45000_to_49999_standardized,50000_to_59999_standardized,60000_to_74999_standardized,75000_to_99999_standardized,100000_to_124999_standardized,125000_to_149999_standardized,150000_to_199999_standardized,200000_or_more_standardized,white_alone_standardized,black_or_african_american_alone_standardized,american_indian_and_alaska_native_alone_standardized,asian_alone_standardized,native_hawaiian_and_other_pacific_islander_alone_standardized,some_other_race_alone_standardized,owner_occupied_standardized,renter_occupied_standardized
20,"1,424",8001008534,0.01755618,0,0.010533708,0.02247191,0.003511236,0.037219101,0.014044944,0.003511236,0.007022472,0.06741573,0.12991573,0.266151685,0.124297753,0.138342697,0.106741573,0.051264045,"3,604",0.77108768,0.019700333,0.022752497,0.040788013,0.002497225,0.143174251,"1,399",0.879914224,0.120085776,0.0553159,0,0.063202247,0.06741573,0.016504505,0.208848883,0.080439224,0.021435808,0.036934406,0.232149329,0.470247122,0.608346709,0.124297753,0.466282925,0.274846659,0.076896067,0.712585913,0.042518579,0.113762486,0.137382221,0.082618482,0.281643245,0.900958715,0.099041285
21,"1,294",8001008535,0.06568779,0,0,0.010819165,0.005409583,0.00927357,0.010046368,0.036321484,0.038639876,0.052550232,0.169242658,0.123647604,0.246522411,0.136012365,0.088098918,0.007727975,"3,540",0.673163842,0.036440678,0.02259887,0.054519774,0.000847458,0.212429379,"1,111",0.689468947,0.310531053,0.206968671,0,0,0.032457496,0.025427652,0.052037119,0.057538289,0.221739681,0.203224863,0.180959266,0.612596126,0.282623096,0.246522411,0.458428561,0.226844074,0.011591963,0.589636259,0.078648713,0.11299435,0.183633548,0.028037383,0.41787751,0.70504389,0.29495611
22,"1,134",8001008536,0.041446208,0,0.005291005,0,0.02292769,0,0.00617284,0.013227513,0.003527337,0.017636684,0.101410935,0.155202822,0.156084656,0.191358025,0.131393298,0.154320988,"3,668",0.765267176,0.039803708,0.013358779,0.067066521,0.001908397,0.11259542,832,0.901442308,0.098557692,0.130588449,0,0.031746032,0,0.107771217,0,0.035353535,0.080752884,0.018551885,0.060732776,0.367070255,0.354749307,0.156084656,0.644970654,0.338321874,0.231481481,0.705277897,0.08590703,0.066793893,0.225893513,0.063137619,0.221490521,0.92310508,0.07689492
23,"2,493",8001008538,0,0,0.012835941,0.007220217,0.005214601,0.026875251,0.017248295,0.013237064,0.018451665,0.019253911,0.042519053,0.101885279,0.195748095,0.199358203,0.194143602,0.146008825,"9,921",0.746900514,0.073782885,0.010281222,0.048886201,0.003729463,0.116419716,"1,773",0.895657078,0.104342922,0,0,0.077015644,0.02166065,0.024511143,0.150806063,0.098785691,0.080811189,0.097045782,0.066301774,0.153903322,0.232880637,0.195748095,0.671935189,0.499896328,0.219013237,0.682217376,0.159243167,0.051406108,0.164658543,0.123385964,0.229013431,0.9171537,0.0828463
24,"2,635",8001008540,0.003795066,0.004933586,0,0.007969639,0.013282732,0.004933586,0.011005693,0.039848197,0.012144213,0.029981025,0.077419355,0.187476281,0.148766603,0.131309298,0.190891841,0.136242884,"8,947",0.766402146,0.02101263,0.009835699,0.118363697,0.001117693,0.083268135,"2,087",0.934355534,0.065644466,0.011957471,0.017829959,0,0.023908918,0.062435259,0.027684011,0.063032603,0.243269979,0.063871993,0.103241109,0.280229567,0.428517213,0.148766603,0.442576912,0.491523435,0.204364326,0.706702925,0.045350866,0.049178496,0.398672704,0.036977883,0.163799758,0.956963567,0.043036433
25,"1,719",8001008544,0,0.030250145,0,0.031413613,0.010471204,0.004072135,0.027923211,0.025596277,0.008726003,0.037812682,0.056428156,0.105875509,0.164630599,0.127399651,0.159976731,0.209424084,"5,377",0.798400595,0.01729589,0.008368979,0.116607774,0.001859773,0.057466989,"1,334",0.922788606,0.077211394,0,0.109323889,0,0.094240838,0.049219718,0.022850118,0.159923846,0.156263172,0.045894062,0.130209799,0.204249153,0.242001163,0.164630599,0.429399479,0.411920761,0.314136126,0.746879028,0.037329149,0.041844895,0.392758401,0.061528942,0.113045392,0.945064439,0.054935561
26,"2,197",8001008545,0.003641329,0.012289486,0,0.010468821,0.015475649,0.026854802,0.045061447,0.018206645,0.027765134,0.020937642,0.050978607,0.167956304,0.178880291,0.156121985,0.161583978,0.103777879,"5,807",0.862235233,0.018942655,0.012743241,0.054072671,0.000688824,0.051317376,"2,165",0.921016166,0.078983834,0.011473077,0.044414146,0,0.031406463,0.072743025,0.150691318,0.258079199,0.111150078,0.146029598,0.072099784,0.184523793,0.383900124,0.178880291,0.526207869,0.416059229,0.155666818,0.827027507,0.040883308,0.063716205,0.182127615,0.022789125,0.100948265,0.943241096,0.056758904
27,"1,553",8001008546,0.00257566,0.007083065,0.03992273,0.004507405,0.02833226,0,0,0.045717965,0.01416613,0.05280103,0.151963941,0.281390856,0.130714746,0.124919511,0.04507405,0.07083065,"3,045",0.777339901,0.024958949,0.015763547,0.06863711,0.000328407,0.112972085,"1,041",0.817483189,0.182516811,0.008115373,0.025598165,0.239536381,0.013522215,0.13317531,0,0,0.27910443,0.074506187,0.181822903,0.550053528,0.6431791,0.130714746,0.421040187,0.116060236,0.106245976,0.720435978,0.053868077,0.078817734,0.231183571,0.010865061,0.222231473,0.836734674,0.163265326
28,"1,089",8001008547,0.027548209,0,0.016528926,0,0.01010101,0.03030303,0.008264463,0.015610652,0.022038567,0.06795225,0.144168962,0.236914601,0.191919192,0.053259871,0.044995409,0.130394858,"2,897",0.771832931,0.024162927,0.021746634,0.055574732,0.001035554,0.125647221,"1,164",0.673539519,0.326460481,0.086798723,0,0.099173554,0,0.047479627,0.170040486,0.047332832,0.095301751,0.115910952,0.23399686,0.521838575,0.541519087,0.191919192,0.17951196,0.115857743,0.195592287,0.713521623,0.052150049,0.108733172,0.18718686,0.034260385,0.247165191,0.688656972,0.311343028
29,576,8001008548,0.010416667,0.027777778,0.069444444,0.006944444,0.017361111,0.039930556,0,0,0.0625,0.043402778,0.126736111,0.112847222,0.126736111,0.137152778,0.133680556,0.085069444,"1,425",0.732631579,0.030877193,0.01122807,0.128421053,0.001403509,0.095438596,528,0.825757576,0.174242424,0.032820767,0.100388763,0.416666667,0.020833333,0.081605609,0.224063765,0,0,0.328716216,0.149459565,0.458738071,0.257936508,0.126736111,0.462272313,0.344211286,0.127604167,0.664301814,0.066641227,0.056140351,0.432547897,0.046433842,0.187740713,0.845246699,0.154753301
