,income_total_count,census_tract,less_than_10000_percentage_total,10000_to_14999_percentage_total,15000_to_19999_percentage_total,20000_to_24999_percentage_total,25000_to_29999_percentage_total,30000_to_34999_percentage_total,35000_to_39999_percentage_total,40000_to_44999_percentage_total,45000_to_49999_percentage_total,50000_to_59999_percentage_total,60000_to_74999_percentage_total,75000_to_99999_percentage_total,100000_to_124999_percentage_total,125000_to_149999_percentage_total,150000_to_199999_percentage_total,200000_or_more_percentage_total,race_total_count,white_alone_percentage_total,black_or_african_american_alone_percentage_total,american_indian_and_alaska_native_alone_percentage_total,asian_alone_percentage_total,native_hawaiian_and_other_pacific_islander_alone_percentage_total,some_other_race_alone_percentage_total,home_own_rent_total,owner_occupied_percentage_total,renter_occupied_percentage_total,less_than_10000_standardized,10000_to_14999_standardized,15000_to_19999_standardized,20000_to_24999_standardized,25000_to_29999_standardized,30000_to_34999_standardized,35000_to_39999_standardized,40000_to_44999_standardized,45000_to_49999_standardized,50000_to_59999_standardized,60000_to_74999_standardized,75000_to_99999_standardized,100000_to_124999_standardized,125000_to_149999_standardized,150000_to_199999_standardized,200000_or_more_standardized,white_alone_standardized,black_or_african_american_alone_standardized,american_indian_and_alaska_native_alone_standardized,asian_alone_standardized,native_hawaiian_and_other_pacific_islander_alone_standardized,some_other_race_alone_standardized,owner_occupied_standardized,renter_occupied_standardized
126,"2,087",8005005630,0.016770484,0.007666507,0.014853857,0.038332535,0.011978917,0.00718735,0.043124102,0.011978917,0.01293723,0.050311452,0.103497844,0.17632966,0.156205079,0.09391471,0.104456157,0.150455199,"4,828",0.933098592,0.015534383,0.004556752,0.025683513,0.000207125,0.020919635,"2,158",0.871177016,0.128822984,0.052840334,0.027706721,0.089123143,0.114997604,0.056306697,0.040330638,0.246983491,0.073130307,0.068042839,0.173249919,0.374624097,0.403039222,0.156205079,0.316538761,0.268961989,0.225682798,0.916000994,0.033527346,0.022783761,0.086507229,0.00685255,0.041151771,0.891970575,0.108029425
127,"1,313",8005005631,0.005331302,0.006092917,0,0.014470678,0.023610053,0,0.023610053,0.020563595,0.028179741,0.058644326,0.158415842,0.085300838,0.102056359,0.123381569,0.114242193,0.236100533,"2,913",0.931342259,0.012015105,0.003432887,0.030209406,0.001029866,0.021970477,"1,194",0.927973199,0.072026801,0.016797834,0.022019774,0,0.043412034,0.110978656,0,0.135221214,0.125539061,0.148210206,0.201944574,0.573407034,0.194973343,0.102056359,0.415856567,0.294159851,0.3541508,0.913795806,0.025931804,0.017164435,0.101751347,0.034072206,0.04321892,0.950397933,0.049602067
128,"1,096",8005005632,0.006386861,0.01459854,0.003649635,0.008211679,0.009124088,0,0.020072993,0.04379562,0.031021898,0.041058394,0.085766423,0.096715328,0.170620438,0.194343066,0.124087591,0.150547445,"2,994",0.909151637,0.022712091,0.00501002,0.03740815,0,0.025718103,"1,155",0.822510823,0.177489177,0.020123682,0.052759058,0.02189781,0.024635036,0.042887619,0,0.114963504,0.267368673,0.163158414,0.141386567,0.310442882,0.221063608,0.170620438,0.65503171,0.319510561,0.225821168,0.885934058,0.049018757,0.0250501,0.125998161,0,0.05059101,0.8419067,0.1580933
129,"1,437",8005005633,0.034794711,0.002087683,0.004175365,0.008350731,0.022964509,0.037578288,0.022964509,0.01809325,0.014613779,0.032707029,0.14335421,0.086986778,0.155880306,0.064022269,0.157967989,0.193458594,"2,879",0.93365752,0.009030914,0.003820771,0.033344911,0.000347343,0.019798541,"1,251",0.775379696,0.224620304,0.109630955,0.007544876,0.025052192,0.025052192,0.107944288,0.210864402,0.131524008,0.110457807,0.076860577,0.112628235,0.518889472,0.198826921,0.155880306,0.215786532,0.406748493,0.290187891,0.916702765,0.019491123,0.019103856,0.112312359,0.011491529,0.038946426,0.793421977,0.206578023
130,"1,496",8005005634,0.017379679,0.056149733,0.065508021,0.044117647,0.04144385,0.022727273,0.072860963,0.054812834,0.028074866,0.031417112,0.093582888,0.125668449,0.093582888,0.059491979,0.088903743,0.104278075,"2,886",0.950796951,0.007623008,0.003811504,0.01975052,0,0.018018018,"1,587",0.833648393,0.166351607,0.054759783,0.20292488,0.393048128,0.132352941,0.194806117,0.127530364,0.417294604,0.33462786,0.147658621,0.108186346,0.338735606,0.28724217,0.093582888,0.200517226,0.228916402,0.156417112,0.938222419,0.016452486,0.019057519,0.066523717,0,0.035443895,0.853364139,0.146635861
131,"1,903",8005005635,0.008933263,0.025748818,0.004729375,0.035733053,0.009984235,0.014188124,0.009458749,0.038360483,0.015239096,0.042038886,0.128744088,0.111928534,0.111403048,0.107724645,0.127693116,0.208092486,"4,471",0.952583315,0.010288526,0.001565645,0.017669425,0.001565645,0.016327444,"1,983",0.807866868,0.192133132,0.028146869,0.093056111,0.028376248,0.107199159,0.04693073,0.079614332,0.054172837,0.234187607,0.080149408,0.144762938,0.466006209,0.255836649,0.111403048,0.363085034,0.328794352,0.312138728,0.940465313,0.022205386,0.007828226,0.059514173,0.051797984,0.032118304,0.826842174,0.173157826
132,609,8005005636,0.009852217,0,0.011494253,0.013136289,0,0.032840722,0.018062397,0.009852217,0,0.026272578,0.091954023,0.057471264,0.05090312,0.008210181,0.060755337,0.609195402,"1,748",0.940503432,0.008581236,0.001144165,0.037757437,0,0.01201373,653,0.963246554,0.036753446,0.031042302,0,0.068965517,0.039408867,0,0.184280329,0.103448276,0.060146976,0,0.090470894,0.332839715,0.13136289,0.05090312,0.027672346,0.156437654,0.913793103,0.925298247,0.018520598,0.005720824,0.127174631,0,0.023632643,0.986684332,0.013315668
133,759,8005005701,0.054018445,0.083003953,0.03030303,0.013175231,0.065876153,0.023715415,0.03030303,0.092226614,0.043478261,0.063241107,0.019762846,0.20685112,0.069828722,0.063241107,0.061923584,0.079051383,"1,519",0.820276498,0.032258065,0.025674786,0.021066491,0,0.100724161,,,,0.170200975,0.29997591,0.181818182,0.039525692,0.309649743,0.133075163,0.173553719,0.563035919,0.22867215,0.217773811,0.071534227,0.47280256,0.069828722,0.213153632,0.159445749,0.118577075,0.774345626,0.069621517,0.12837393,0.070956173,0,0.198138138,,
134,"1,254",8005005702,0.102073365,0.023125997,0,0.014354067,0,0.034290271,0.009569378,0.075757576,0.098086124,0.082137161,0.107655502,0.266347687,0.090111643,0.019936204,0.01754386,0.059011164,"2,300",0.754782609,0.047391304,0.02,0.028695652,0.000869565,0.14826087,,,,0.321612111,0.083577248,0,0.043062201,0,0.192414234,0.054806438,0.46249379,0.515879995,0.282843289,0.389673291,0.608794714,0.090111643,0.067194813,0.04517332,0.088516746,0.692113851,0.102283089,0.1,0.09665272,0.028768793,0.291649316,,
135,"1,226",8005005800,0.034257749,0,0.018760196,0.006525285,0.035073409,0.010603589,0.010603589,0.013050571,0.050570962,0.031810767,0.088091354,0.091353997,0.137846656,0.066068515,0.153344209,0.252039152,"2,352",0.934098639,0.014455782,0.005102041,0.014030612,0.00170068,0.030612245,"1,186",0.741146712,0.258853288,0.107939097,0,0.112561175,0.019575856,0.164861968,0.059500301,0.060729646,0.079672666,0.265975927,0.109541914,0.318858275,0.208809135,0.137846656,0.22268339,0.394842818,0.378058728,0.917256619,0.031199438,0.025510204,0.04725792,0.056265497,0.060218454,0.758205829,0.241794171
136,"2,701",8005005951,0.077748982,0.099962977,0.124028138,0.081821548,0.045538689,0.046649389,0.048870789,0.055534987,0.047019622,0.125138837,0.016290263,0.068122917,0.048870789,0.078489448,0.022584228,0.013328397,"3,894",0.875706215,0.034925526,0.016178737,0.019517206,0.005136107,0.04853621,"2,285",0.273085339,0.726914661,0.244970998,0.361265746,0.744168826,0.245464643,0.214053839,0.261765398,0.279896335,0.339036544,0.247297798,0.430921642,0.058964755,0.155709526,0.048870789,0.264548042,0.05815166,0.019992595,0.843941187,0.075378612,0.080893683,0.065737869,0.169923534,0.095477332,0.276701834,0.723298166
137,"1,748",8005005952,0.050915332,0.037185355,0.005720824,0.014874142,0,0.020594966,0.029748284,0.02173913,0.046338673,0.122997712,0.139588101,0.179633867,0.081235698,0.049771167,0.106407323,0.093249428,"3,441",0.856146469,0.034292357,0.012205754,0.053763441,0.00087184,0.042720139,"1,569",0.34416826,0.65583174,0.160423704,0.134387704,0.034324943,0.044622426,0,0.115565273,0.170376534,0.132715609,0.243716371,0.423548572,0.505257542,0.410591697,0.081235698,0.167753311,0.273986005,0.139874142,0.819382673,0.074012063,0.061028771,0.181086066,0.028844038,0.084036331,0.349826241,0.650173759
138,"1,346",8005006000,0.024517088,0.031946508,0.038632987,0.031946508,0.049034175,0.05423477,0.037147103,0.029717682,0.052748886,0.053491828,0.088410104,0.15230312,0.143387816,0.112927192,0.060178306,0.039375929,"2,384",0.88045302,0.029781879,0.011744966,0.012583893,0.000838926,0.064597315,"1,309",0.474407945,0.525592055,0.077248284,0.115454536,0.23179792,0.095839525,0.230484312,0.304329517,0.212751587,0.181424013,0.277430625,0.184201697,0.320012033,0.348121418,0.143387816,0.380620174,0.15495187,0.059063893,0.849901106,0.064277248,0.058724832,0.042385078,0.027755128,0.127071714,0.483806382,0.516193618
139,"1,711",8005006100,0.047340736,0.043834015,0.022793688,0.027469316,0.056691993,0.059614261,0.00818235,0.036236119,0.06779661,0.129164231,0.131502046,0.13383986,0.109877265,0.049094097,0.058445354,0.01811806,"2,930",0.859385666,0.048122867,0.007508532,0.013651877,0.001706485,0.069624573,"1,294",0.482998454,0.517001546,0.149160892,0.158415933,0.136762127,0.082407949,0.266479754,0.334515649,0.046862547,0.221218538,0.356573523,0.444783281,0.475988999,0.305919679,0.109877265,0.165471252,0.150489727,0.027177089,0.823449692,0.103861997,0.037542662,0.045982264,0.056457529,0.136961015,0.492643609,0.507356391
140,"1,470",8005006200,0.010884354,0.040816327,0.023129252,0.056462585,0.018367347,0.031292517,0.036054422,0.034693878,0.019047619,0.110884354,0.148979592,0.150340136,0.103401361,0.102721088,0.067346939,0.045578231,"2,730",0.893406593,0.015018315,0.014285714,0.020512821,0,0.056776557,"1,243",0.706355591,0.293644409,0.034294353,0.14751002,0.13877551,0.169387755,0.086335404,0.175592828,0.206493506,0.211803279,0.10018018,0.381835637,0.539251283,0.343634597,0.103401361,0.346220587,0.173410234,0.068367347,0.866165147,0.032413534,0.071428571,0.069091299,0,0.111687217,0.722415515,0.277584485
141,"1,170",8005006300,0,0.076068376,0.032478632,0.024786325,0.022222222,0.023076923,0.008547009,0.035897436,0.023931624,0.091452991,0.133333333,0.15982906,0.086324786,0.15042735,0.093162393,0.038461538,"2,371",0.902994517,0.012231126,0.012231126,0.017714045,0.002530578,0.052298608,"1,158",0.751295337,0.248704663,0,0.274910768,0.194871795,0.074358974,0.10445518,0.12949237,0.048951049,0.219150904,0.125867406,0.314922801,0.482617587,0.365323565,0.086324786,0.507014152,0.239881911,0.057692308,0.8782034,0.026398036,0.061155631,0.05966446,0.08372192,0.102878483,0.76864592,0.23135408
142,"1,346",8005006400,0.035661218,0.010401189,0.142644874,0.011144131,0.014115899,0.139673105,0.038632987,0.047548291,0.052748886,0.063150074,0.041604755,0.124814264,0.089153046,0.127043091,0.034918276,0.026745914,"2,673",0.815188926,0.036662926,0.015712682,0.024317247,0,0.108118219,"1,191",0.556675063,0.443324937,0.112361141,0.037589849,0.855869242,0.033432392,0.066351544,0.78375273,0.221261651,0.290278421,0.277430625,0.217460336,0.150593898,0.285289747,0.089153046,0.428197696,0.089910344,0.040118871,0.767957854,0.079128383,0.078563412,0.08190537,0,0.212683258,0.568436194,0.431563806
143,"1,237",8005006501,0.042037187,0.0978173,0.057396928,0.041228779,0.020210186,0.063864188,0.049312854,0.008084074,0.054971706,0.084074373,0.098625707,0.149555376,0.0978173,0.057396928,0.067906225,0.009700889,"1,895",0.900791557,0.014775726,0.014775726,0.026912929,0.002638522,0.040105541,995,0.058291457,0.941708543,0.132450501,0.35351128,0.344381568,0.123686338,0.094997637,0.358363417,0.282428162,0.049352611,0.289121458,0.289514173,0.356988757,0.341840859,0.0978173,0.193455876,0.174850327,0.014551334,0.875437442,0.031889961,0.073878628,0.090648149,0.087293172,0.078893059,0.055739118,0.944260882
144,"1,583",8005006502,0.106759318,0.032849021,0.025268478,0.017687934,0.056854075,0.094756791,0,0.046746684,0.056854075,0.030322173,0.144030322,0.157296273,0.099810486,0.046746684,0.048641819,0.035375869,"2,983",0.92256118,0.013744552,0.012738854,0.013409319,0.000335233,0.037210862,"1,417",0.565984474,0.434015526,0.336376581,0.118716213,0.151610865,0.053063803,0.267241616,0.531712195,0,0.285384671,0.2990217,0.10441587,0.521336749,0.359534338,0.099810486,0.157559314,0.12524681,0.053063803,0.902770599,0.029664414,0.063694268,0.045165281,0.011090886,0.073198831,0.57801297,0.42198703
145,"2,824",8005006601,0.105878187,0.053824363,0.100566572,0.067280453,0.016997167,0.064447592,0.051345609,0.065864023,0.029036827,0.059490085,0.09029745,0.148016997,0.036473088,0.07223796,0.030807365,0.007436261,"4,748",0.754422915,0.042965459,0.027169334,0.02401011,0.00126369,0.150168492,"2,400",0.259166667,0.740833333,0.333600319,0.194521003,0.603399433,0.20184136,0.079894897,0.361637096,0.294070306,0.40209446,0.152718015,0.204856986,0.326843532,0.338324565,0.036473088,0.243477453,0.079325245,0.011154391,0.691662232,0.092730933,0.135846672,0.080870871,0.041808061,0.295401869,0.26238342,0.73761658
146,"1,239",8005006603,0.071832123,0.091202583,0.046004843,0.020177563,0.023405973,0.020984665,0.075867635,0.017756255,0.028248588,0.046811945,0.043583535,0.14527845,0.144471348,0.041162228,0.101694915,0.081517353,"2,909",0.936748023,0.010656583,0.010312822,0.017188037,0.001375043,0.023719491,"1,342",0.707898659,0.292101341,0.226328196,0.329605722,0.276029056,0.060532688,0.110019378,0.117752007,0.434514638,0.108400482,0.148572301,0.161199198,0.157756354,0.332065029,0.144471348,0.138736951,0.261852125,0.122276029,0.92058309,0.022999752,0.051564111,0.057892761,0.045492076,0.046659469,0.724002899,0.275997101
147,"1,807",8005006604,0.041505257,0.090758163,0.054233536,0.016602103,0.035971223,0.041505257,0.097399004,0.048699502,0.039845047,0.100719424,0.076369673,0.061981184,0.075262867,0.066408412,0.048146099,0.104593248,"3,272",0.840770171,0.023838631,0.013753056,0.02903423,0.003667482,0.08893643,"1,819",0.410665201,0.589334799,0.130774501,0.32799959,0.325401217,0.049806309,0.169082126,0.232899946,0.557830659,0.297306468,0.20956341,0.346832212,0.276430107,0.141671278,0.075262867,0.223829007,0.123970389,0.156889873,0.800076746,0.051450131,0.068765281,0.097793117,0.121335375,0.174950067,0.41823296,0.58176704
148,"1,532",8005006704,0.036553525,0.007180157,0,0.007180157,0,0,0,0.007180157,0.007832898,0.02154047,0.019582245,0.027415144,0.054830287,0.037859008,0.140992167,0.631853786,"4,302",0.938633194,0.009298001,0.0018596,0.041608554,0,0.008600651,"1,451",0.960716747,0.039283253,0.115172614,0.025949054,0,0.02154047,0,0,0,0.043834268,0.04119681,0.074175651,0.07088052,0.062663185,0.054830287,0.127603476,0.363037802,0.947780679,0.922950042,0.020067569,0.009298001,0.140145967,0,0.016918651,0.984081869,0.015918131
149,718,8005006705,0,0.006963788,0.002785515,0.006963788,0,0,0,0.037604457,0.040389972,0.008356546,0.008356546,0.051532033,0.068245125,0.157381616,0.061281337,0.550139276,"1,718",0.943538999,0.011059371,0.002910361,0.029685681,0,0.012805588,566,0.93639576,0.06360424,0,0.025167099,0.016713092,0.020891365,0,0,0,0.229572127,0.212429421,0.02877617,0.03024762,0.117787505,0.068245125,0.530453445,0.157792042,0.825208914,0.929109595,0.023869076,0.014551804,0.099987336,0,0.025190335,0.959062388,0.040937612
150,"2,223",8005006706,0.016194332,0.008097166,0.018893387,0.004948268,0.02294197,0.016644175,0.004498426,0.031039136,0.004948268,0.062528115,0.132703554,0.150247413,0.104813315,0.057130004,0.108861898,0.255510571,"4,576",0.884396853,0.012674825,0.00152972,0.079326923,0.000874126,0.021197552,"1,992",0.769076305,0.230923695,0.051024998,0.029263121,0.113360324,0.014844804,0.107838344,0.093396056,0.02576371,0.189491383,0.026025215,0.21531859,0.480338017,0.343422659,0.104813315,0.192556212,0.280306241,0.383265857,0.854852841,0.027355657,0.007648601,0.267189009,0.028919678,0.041698472,0.786937554,0.213062446
151,"1,922",8005006707,0.02289282,0.005202914,0.005723205,0.005202914,0.006763788,0.032258065,0.035379813,0.056711759,0.004682622,0.070239334,0.124349636,0.102497399,0.099895942,0.098335068,0.149323621,0.180541103,"4,274",0.888628919,0.02292934,0.004211511,0.064342536,0.001403837,0.018483856,"1,804",0.836474501,0.163525499,0.072130552,0.018803306,0.03433923,0.015608741,0.03179307,0.18101084,0.202629836,0.346220638,0.024628062,0.241872545,0.450099909,0.234279768,0.099895942,0.331437539,0.38449029,0.270811655,0.860166471,0.049487639,0.021057557,0.216718584,0.046444706,0.036360261,0.856271412,0.143728588
152,"2,001",8005006708,0.012493753,0.017491254,0,0.007996002,0.012493753,0.008995502,0.020489755,0.008995502,0.019990005,0.058470765,0.099450275,0.107946027,0.109945027,0.07846077,0.185407296,0.251374313,"4,736",0.912584459,0.013302365,0.002322635,0.056165541,0.000422297,0.015202703,"1,930",0.80880829,0.19119171,0.039365238,0.063213314,0,0.023988006,0.058726675,0.050476786,0.117350416,0.054916804,0.105136621,0.201346907,0.359973388,0.246733776,0.109945027,0.264451381,0.477401396,0.377061469,0.890244187,0.028710055,0.011613176,0.189176821,0.013971331,0.029905786,0.827810633,0.172189367
153,"2,168",8005006709,0.013376384,0,0.015221402,0.014760148,0.002306273,0.034132841,0.009686347,0.019372694,0.009225092,0.034594096,0.105166052,0.081642066,0.074723247,0.126383764,0.228782288,0.230627306,"5,311",0.876294483,0.015063077,0.003765769,0.088307287,0.001506308,0.015063077,"1,971",0.894469812,0.105530188,0.042146225,0,0.091328413,0.044280443,0.010840598,0.191530842,0.05547635,0.118268707,0.048518999,0.119126443,0.380662396,0.186610438,0.074723247,0.42597544,0.58908676,0.345940959,0.844679796,0.032510142,0.018828846,0.297436677,0.049834852,0.029631123,0.915932336,0.084067664
154,"1,473",8005006711,0.014256619,0,0,0.012898846,0,0.005431093,0.030549898,0.00610998,0.016293279,0.05634759,0.077393075,0.059063136,0.135777325,0.098438561,0.202987101,0.284453496,"3,921",0.914562612,0.011221627,0.001530222,0.057893395,0.001785259,0.013006886,"1,421",0.937368051,0.062631949,0.044919665,0,0,0.038696538,0,0.030475688,0.174967599,0.037300925,0.08569384,0.194035652,0.280134445,0.135001455,0.135777325,0.331786362,0.52266727,0.426680244,0.892727884,0.024219268,0.007651109,0.19499658,0.059063704,0.025586316,0.960062603,0.039937397
155,491,8005006712,0.010183299,0.020366599,0.00814664,0,0,0.020366599,0.010183299,0,0.010183299,0.042769857,0.040733198,0.109979633,0.114052953,0.079429735,0.095723014,0.437881874,"1,417",0.928016937,0.007762879,0,0.05716302,0,0.007057163,454,0.905286344,0.094713656,0.032085475,0.073604796,0.048879837,0,0,0.11428383,0.058322533,0,0.05355865,0.147280074,0.147439181,0.251382019,0.114052953,0.267717272,0.246475201,0.656822811,0.909620652,0.016754366,0,0.192536533,0,0.0138824,0.927059516,0.072940484
156,"1,003",8005006713,0.020937188,0,0,0.007976072,0.003988036,0.058823529,0.010967099,0.016949153,0.064805583,0.170488534,0.164506481,0.147557328,0.131605184,0.127617149,0.037886341,0.035892323,"1,610",0.643478261,0.031677019,0.001242236,0.29689441,0.001242236,0.025465839,713,0.007012623,0.992987377,0.06596876,0,0,0.023928215,0.018745695,0.33007859,0.062811565,0.103473187,0.340842338,0.587085518,0.595452905,0.337273893,0.131605184,0.430132553,0.097552752,0.053838485,0.55236411,0.068367465,0.00621118,1,0.041098276,0.050094772,0.002987566,0.997012434
157,"1,812",8005006808,0,0,0.013245033,0.004415011,0,0.047461369,0.010485651,0.02593819,0,0.043598234,0.068432671,0.073951435,0.111479029,0.058498896,0.104304636,0.438189845,"5,195",0.867949952,0.009047161,0.002117421,0.105293551,0.000769971,0.014821944,"1,799",0.949416342,0.050583658,0,0,0.079470199,0.013245033,0,0.266321688,0.060054184,0.158350523,0,0.150132628,0.247701079,0.169031851,0.111479029,0.19717005,0.26857184,0.657284768,0.834202702,0.019526189,0.010587103,0.354649828,0.025473811,0.029156782,0.972456919,0.027543081
158,"1,877",8005006815,0.021310602,0.006925946,0.012253596,0.005860416,0.022376132,0.021310602,0.056473095,0.005327651,0.046883324,0.139584443,0.096963239,0.172615876,0.082045818,0.071923282,0.044219499,0.193926478,"4,070",0.683783784,0.053316953,0.013267813,0.174692875,0.0002457,0.074692875,"1,712",0.488901869,0.511098131,0.06714531,0.025030336,0.073521577,0.017581247,0.105178631,0.119580949,0.323436819,0.03252487,0.246580944,0.480665784,0.350971234,0.394550575,0.082045818,0.242416832,0.11385987,0.290889718,0.602970276,0.115072222,0.066339066,0.588400687,0.008128774,0.146931054,0.498716569,0.501283431
159,"1,285",8005006854,0.102723735,0.054474708,0.010894942,0.057587549,0.017898833,0.019455253,0.024902724,0.033463035,0.045136187,0.043579767,0.191439689,0.096498054,0.073151751,0.040466926,0.097276265,0.091050584,"2,877",0.646854362,0.077163712,0.007994439,0.220716024,0.002780674,0.044490789,"1,054",0.501897533,0.498102467,0.323661293,0.196871349,0.06536965,0.172762646,0.08413316,0.109169962,0.14262469,0.204289086,0.237391944,0.150069035,0.692941205,0.220566982,0.073151751,0.136393443,0.250474633,0.136575875,0.556603021,0.166539895,0.039972193,0.743415896,0.091996141,0.087519439,0.512085465,0.487914535
160,818,8005006857,0.007334963,0.006112469,0.026894866,0.006112469,0.013447433,0.033007335,0,0.014669927,0.008557457,0.02200489,0.10391198,0.04400978,0.058679707,0.064792176,0.152811736,0.437652812,"2,095",0.855847255,0.009546539,0.004295943,0.112649165,0,0.017661098,844,0.906398104,0.093601896,0.023110956,0.022090437,0.161369193,0.018337408,0.06320943,0.185215248,0,0.0895587,0.045007599,0.075774903,0.376123119,0.100593783,0.058679707,0.218381498,0.393471765,0.656479218,0.819006991,0.020603981,0.021479714,0.379425011,0,0.034741784,0.928203206,0.071796794
161,"1,753",8005006859,0.059326868,0.058756418,0.023388477,0.029663434,0.002281803,0.012549914,0.033086138,0.040501997,0.024529378,0.047347404,0.088419852,0.195094124,0.162578437,0.091272105,0.082144894,0.049058756,"3,255",0.68202765,0.058986175,0.007987711,0.212903226,0.003072197,0.035023041,,,,0.18692672,0.212345428,0.140330861,0.088990302,0.010725575,0.070421787,0.189493336,0.247261369,0.12901127,0.163043078,0.320047316,0.445929427,0.162578437,0.307631882,0.211513182,0.073588135,0.600765338,0.127307916,0.039938556,0.717100823,0.101640898,0.068895091,,
162,831,8005006860,0.186522262,0.022864019,0.02166065,0,0.089049338,0.019253911,0.013237064,0.022864019,0.114320096,0.048134777,0.008423586,0.02045728,0.097472924,0.175691937,0.062575211,0.097472924,"1,616",0.780321782,0.051980198,0.004331683,0.129331683,0.001856436,0.032178218,,,,0.58769316,0.082630462,0.129963899,0,0.418574908,0.108040164,0.075812274,0.139582963,0.601261912,0.165754435,0.030490281,0.046759498,0.097472924,0.592168235,0.16112361,0.146209386,0.72417992,0.112187147,0.021658416,0.435615083,0.061418525,0.063298936,,
163,"1,362",8005006861,0.013950073,0,0.016152717,0.016886931,0.010279001,0,0.043318649,0.025697504,0.025697504,0.013950073,0.085903084,0.068281938,0.077826725,0.033039648,0.195301028,0.373715125,"3,867",0.746056374,0.019653478,0.00491337,0.207395914,0.002068787,0.019912077,,,,0.043953803,0,0.0969163,0.050660793,0.048316273,0,0.248097717,0.156881154,0.135154979,0.048037753,0.310937542,0.156073002,0.077826725,0.111359861,0.50287656,0.560572687,0.681157505,0.042417454,0.024566848,0.698551092,0.068443987,0.039169766,,
164,638,8005006862,0.015673981,0,0,0.010971787,0,0.031347962,0,0,0.018808777,0.053291536,0.05015674,0.159874608,0.109717868,0.068965517,0.10815047,0.373040752,"1,646",0.701701094,0.007290401,0.004860267,0.269744836,0,0.016403402,,,,0.04938548,0,0,0.032915361,0,0.175903951,0,0,0.098924002,0.183511983,0.181548936,0.365427676,0.109717868,0.232447711,0.278474399,0.559561129,0.625466607,0.015734632,0.024301337,0.908554782,0,0.032267725,,
165,"2,248",8005006863,0.075177936,0,0.028914591,0.038256228,0.010676157,0.09475089,0.023576512,0.014234875,0.040925267,0.120106762,0.157918149,0.100533808,0.118327402,0.072508897,0.043149466,0.06094306,"5,744",0.676880223,0.114728412,0.008008357,0.141887187,0.000870474,0.057625348,,,,0.236870163,0,0.173487544,0.114768683,0.050183094,0.531679081,0.135029117,0.086902748,0.215244782,0.413593445,0.571605572,0.229791561,0.118327402,0.244390642,0.111104664,0.091414591,0.594302413,0.247614548,0.040041783,0.477904541,0.028798844,0.113356906,,
166,"1,267",8005006864,0.062352013,0.018153118,0.010260458,0.033938437,0.014996054,0.040252565,0.029992107,0.067087609,0.00789266,0.010260458,0.024467245,0.203630624,0.123125493,0.127861089,0.030781373,0.194948698,"3,003",0.72027972,0.121545122,0.007659008,0.119214119,0,0.031302031,,,,0.196458326,0.065605285,0.061562747,0.101815312,0.070488697,0.225870669,0.171772978,0.409564351,0.041511124,0.035332383,0.088562422,0.465441425,0.123125493,0.430954753,0.079258319,0.292423047,0.648793264,0.262326827,0.038295038,0.401537096,0,0.061575357,,
167,"1,942",8005007101,0.014418126,0.004119464,0.046343975,0.034500515,0.024716787,0.030895984,0.04376931,0.01853759,0.019567456,0.036045314,0.156024717,0.149330587,0.132337796,0.095262616,0.111225541,0.082904222,"5,730",0.891797557,0.013787086,0.011692845,0.007504363,0.00017452,0.07504363,"1,874",0.803094984,0.196905016,0.045428539,0.014887726,0.278063852,0.103501545,0.116180839,0.173367746,0.250678775,0.113170468,0.102914243,0.124123783,0.564752042,0.341327056,0.132337796,0.321081866,0.286392334,0.124356334,0.864144899,0.029756212,0.058464223,0.025276202,0.005773842,0.147621037,0.821933242,0.178066758
168,569,8005007103,0.019332162,0,0,0.029876977,0,0.026362039,0.008787346,0.019332162,0.010544815,0.043936731,0.054481547,0.13884007,0.165202109,0.135325132,0.168717047,0.179261863,"1,501",0.861425716,0.017321785,0.00799467,0.008660893,0.003997335,0.1005996,548,0.961678832,0.038321168,0.060911652,0,0,0.089630931,0,0.147926257,0.050327528,0.118021262,0.055460029,0.15129826,0.197203144,0.317348732,0.165202109,0.456112248,0.434426021,0.268892794,0.826011106,0.037385038,0.039973351,0.029171626,0.132248283,0.19789311,0.985071585,0.014928415
169,"1,962",8005007106,0.004587156,0.011722732,0.010703364,0,0.016309888,0.022426096,0.008664628,0.004587156,0.032619776,0.009174312,0.046890928,0.184505607,0.120795107,0.142201835,0.199286442,0.185524975,"5,648",0.724150142,0.108711048,0.00832153,0.112783286,0.001770538,0.044263456,"1,389",0.911447084,0.088552916,0.014453182,0.0423659,0.064220183,0,0.076664352,0.12584036,0.049624687,0.028004211,0.171562388,0.031592187,0.169727898,0.421727101,0.120795107,0.479290119,0.513138521,0.278287462,0.653652826,0.23462747,0.041607649,0.379876759,0.058576686,0.087072245,0.933397192,0.066602808
170,865,8005007108,0,0,0,0.013872832,0.019653179,0.039306358,0.013872832,0.09132948,0.058959538,0.084393064,0.139884393,0.089017341,0.143352601,0.147976879,0.049710983,0.10867052,"2,723",0.726771943,0.128167462,0.008446566,0.067939772,0.005141388,0.063532868,,,,0,0,0,0.041618497,0.092379436,0.220561185,0.079453494,0.557558988,0.310095298,0.290611598,0.506330012,0.203468208,0.143352601,0.498754856,0.127999777,0.16300578,0.656944665,0.276619607,0.042232831,0.228834798,0.170098263,0.124977802,,
